bairro,tipo_imovel,area_construida,area_terreno,quartos,banheiros,preco
Chácaras Reunidas Igarapés,Casa,110,243,4,2,217690
Chácaras Reunidas Igarapés,Apartamento,49,0,3,3,218148
Centro,Apartamento,53,0,3,3,219176
Jardim Santa Maria,Casa,94,501,4,1,219302
Jardim Santa Maria,Casa,91,448,4,1,219765
Chácaras Reunidas Igarapés,Apartamento,43,0,3,3,220203
Jardim Santa Maria,Casa,120,320,3,2,221040
Centro,Casa,90,732,3,2,221075
Jardim Santa Maria,Casa,80,613,2,3,221600
Jardim Santa Maria,Terreno,0,335,0,0,225120
Jardim Santa Maria,Apartamento,67,0,2,2,225321
Centro,Terreno,0,425,0,0,226291
Jardim Santa Maria,Casa,71,723,3,3,226632
Chácaras Reunidas Igarapés,Terreno,0,619,0,0,229030
Jardim Santa Maria,Terreno,0,225,0,0,229050
Centro,Apartamento,56,0,3,2,229199
Chácaras Reunidas Igarapés,Apartamento,66,0,3,1,229548
Jardim Santa Maria,Casa,82,204,3,2,230748
Chácaras Reunidas Igarapés,Apartamento,53,0,1,2,231504
Chácaras Reunidas Igarapés,Casa,87,482,3,2,231507
Jardim Santa Maria,Casa,87,373,3,2,232551
Chácaras Reunidas Igarapés,Apartamento,77,0,3,1,233079
Jardim Santa Maria,Casa,70,536,4,2,233100
Centro,Apartamento,52,0,2,2,234296
Centro,Apartamento,48,0,3,2,234765
Chácaras Reunidas Igarapés,Apartamento,49,0,2,3,235200
Centro,Casa,85,677,5,2,235577
Chácaras Reunidas Igarapés,Terreno,0,370,0,0,237910
Jardim Santa Maria,Casa,118,725,3,2,239422
Jardim Santa Maria,Apartamento,70,0,2,3,240800
Chácaras Reunidas Igarapés,Apartamento,84,0,4,2,242508
Chácaras Reunidas Igarapés,Casa,87,599,3,2,242556
Jardim Santa Maria,Apartamento,70,0,1,2,242690
Centro,Apartamento,78,0,3,3,242997
Centro,Apartamento,46,0,2,3,244662
Jardim Santa Maria,Apartamento,43,0,3,3,245186
Centro,Apartamento,51,0,2,2,245391
Chácaras Reunidas Igarapés,Casa,107,475,5,1,247705
Centro,Apartamento,64,0,3,3,248179
Chácaras Reunidas Igarapés,Terreno,0,246,0,0,248460
Jardim Santa Maria,Apartamento,61,0,4,2,248819
Chácaras Reunidas Igarapés,Apartamento,78,0,2,3,250146
Chácaras Reunidas Igarapés,Casa,80,202,4,2,250240
Centro,Terreno,0,256,0,0,253183
Jardim Santa Maria,Casa,98,740,3,2,253820
Centro,Casa,93,715,4,3,254861
Jardim Santa Maria,Casa,126,208,4,4,255276
Jardim Santa Maria,Apartamento,42,0,3,2,255360
Centro,Casa,89,515,3,2,256796
Centro,Apartamento,89,0,2,2,257512
Jardim Santa Maria,Terreno,0,456,0,0,257640
Chácaras Reunidas Igarapés,Apartamento,54,0,2,2,258390
Jardim Santa Maria,Casa,134,168,2,1,259558
Centro,Apartamento,58,0,3,1,260396
Chácaras Reunidas Igarapés,Apartamento,61,0,2,2,261690
Chácaras Reunidas Igarapés,Apartamento,54,0,2,1,262602
Chácaras Reunidas Igarapés,Apartamento,56,0,4,2,263200
Jardim Santa Maria,Apartamento,54,0,1,3,263412
Jardim Santa Maria,Terreno,0,583,0,0,264099
Chácaras Reunidas Igarapés,Casa,96,722,4,1,264288
Jardim Santa Maria,Apartamento,57,0,3,1,265962
Centro,Terreno,0,262,0,0,266047
Chácaras Reunidas Igarapés,Casa,96,573,4,2,266112
Chácaras Reunidas Igarapés,Terreno,0,315,0,0,266175
Chácaras Reunidas Igarapés,Casa,123,798,4,2,266787
Jardim Santa Maria,Casa,137,719,4,1,267013
Jardim Santa Maria,Terreno,0,259,0,0,267806
Jardim Santa Maria,Apartamento,92,0,2,2,268640
Jardim Santa Maria,Apartamento,61,0,3,3,269437
Jardim Santa Maria,Apartamento,98,0,3,2,269696
Jardim Santa Maria,Terreno,0,641,0,0,269861
Centro,Casa,94,529,3,3,270141
Centro,Terreno,0,570,0,0,272032
Centro,Apartamento,60,0,4,2,272550
Centro,Casa,125,687,3,2,273412
Jardim Santa Maria,Apartamento,53,0,2,3,273851
Chácaras Reunidas Igarapés,Casa,102,249,4,1,274278
Jardim Santa Maria,Apartamento,77,0,3,2,275198
Chácaras Reunidas Igarapés,Apartamento,97,0,1,1,275480
Jardim Santa Maria,Apartamento,51,0,3,1,275553
Centro,Apartamento,86,0,4,2,276524
Jardim Santa Maria,Terreno,0,382,0,0,276568
Jardim Santa Maria,Casa,132,343,4,2,276672
Jardim Santa Maria,Casa,84,441,3,2,277284
Chácaras Reunidas Igarapés,Apartamento,49,0,4,3,277879
Chácaras Reunidas Igarapés,Apartamento,78,0,4,2,279630
Centro,Casa,99,576,3,2,280071
Jardim Santa Maria,Apartamento,64,0,1,3,280512
Jardim Santa Maria,Apartamento,48,0,1,2,280704
Chácaras Reunidas Igarapés,Casa,139,329,5,3,280780
Jardim Santa Maria,Casa,135,303,5,1,281205
Chácaras Reunidas Igarapés,Apartamento,70,0,4,3,281470
Chácaras Reunidas Igarapés,Casa,78,676,4,2,282204
Chácaras Reunidas Igarapés,Apartamento,96,0,3,2,282432
Centro,Casa,85,305,4,3,282595
Jardim Santa Maria,Casa,101,585,4,4,283204
Centro,Casa,107,685,2,2,283384
Centro,Terreno,0,238,0,0,284374
Chácaras Reunidas Igarapés,Apartamento,44,0,2,1,284592
Centro,Apartamento,86,0,3,3,285029
Jardim Santa Maria,Casa,147,172,4,2,285033
Chácaras Reunidas Igarapés,Casa,157,187,2,3,286682
Jardim Santa Maria,Apartamento,89,0,4,3,288004
Jardim Santa Maria,Apartamento,47,0,4,3,289003
Centro,Apartamento,45,0,2,2,289282
Chácaras Reunidas Igarapés,Casa,121,766,2,2,289432
Jardim Santa Maria,Apartamento,45,0,3,2,289575
Jardim Santa Maria,Apartamento,51,0,4,2,289833
Centro,Apartamento,74,0,3,1,290871
Jardim Santa Maria,Casa,86,641,3,1,293604
Centro,Apartamento,73,0,3,2,294328
Jardim Santa Maria,Apartamento,45,0,1,1,294435
Chácaras Reunidas Igarapés,Casa,84,719,3,1,295008
Centro,Casa,83,340,5,1,295704
Centro,Terreno,0,416,0,0,296129
Jardim Santa Maria,Casa,71,571,3,3,296425
Chácaras Reunidas Igarapés,Apartamento,77,0,3,3,296450
Jardim Santa Maria,Apartamento,88,0,3,1,298496
Jardim Santa Maria,Apartamento,77,0,2,1,298760
Jardim Santa Maria,Apartamento,44,0,4,2,299244
Centro,Casa,82,172,2,3,300628
Jardim Santa Maria,Casa,139,677,2,2,300657
Chácaras Reunidas Igarapés,Terreno,0,288,0,0,300960
Jardim Santa Maria,Terreno,0,394,0,0,301016
Chácaras Reunidas Igarapés,Casa,98,692,5,2,301056
Jardim Santa Maria,Casa,125,547,3,2,301125
Jardim Santa Maria,Apartamento,49,0,2,2,302477
Chácaras Reunidas Igarapés,Casa,143,644,6,2,302588
Chácaras Reunidas Igarapés,Casa,108,386,6,2,303696
Chácaras Reunidas Igarapés,Apartamento,103,0,3,2,303953
Chácaras Reunidas Igarapés,Terreno,0,722,0,0,303962
Jardim Santa Maria,Casa,91,500,2,2,304213
Jardim Santa Maria,Apartamento,53,0,4,2,304432
Jardim Santa Maria,Apartamento,114,0,3,2,305292
Chácaras Reunidas Igarapés,Apartamento,46,0,3,3,306222
Jardim Santa Maria,Casa,70,561,2,1,306320
Centro,Casa,119,577,3,3,306407
Centro,Apartamento,53,0,2,2,307858
Jardim Santa Maria,Terreno,0,792,0,0,309672
Chácaras Reunidas Igarapés,Apartamento,78,0,3,2,309894
Jardim Santa Maria,Casa,84,262,3,2,310800
Centro,Terreno,0,434,0,0,311438
Centro,Terreno,0,529,0,0,311475
Chácaras Reunidas Igarapés,Apartamento,87,0,3,2,312069
Chácaras Reunidas Igarapés,Casa,137,352,5,4,312086
Jardim Santa Maria,Casa,90,717,3,1,313470
Jardim Santa Maria,Apartamento,65,0,2,1,314535
Chácaras Reunidas Igarapés,Apartamento,50,0,2,2,314600
Centro,Casa,148,446,5,2,316231
Jardim Santa Maria,Casa,85,293,6,2,316880
Chácaras Reunidas Igarapés,Apartamento,56,0,4,2,318696
Chácaras Reunidas Igarapés,Casa,120,153,3,1,320280
Jardim Santa Maria,Apartamento,57,0,2,2,320739
Chácaras Reunidas Igarapés,Apartamento,67,0,2,1,320930
Jardim Santa Maria,Apartamento,81,0,2,2,321813
Centro,Apartamento,82,0,1,1,322317
Centro,Casa,119,205,4,2,322555
Chácaras Reunidas Igarapés,Casa,110,353,3,1,322630
Jardim Santa Maria,Apartamento,76,0,4,3,322772
Chácaras Reunidas Igarapés,Apartamento,122,0,2,2,322812
Chácaras Reunidas Igarapés,Apartamento,81,0,2,2,322866
Jardim Santa Maria,Casa,78,702,4,2,323232
Jardim Santa Maria,Apartamento,67,0,3,2,323409
Centro,Apartamento,91,0,2,1,323682
Chácaras Reunidas Igarapés,Casa,103,745,2,3,323729
Centro,Apartamento,58,0,3,2,324028
Jardim Santa Maria,Casa,93,608,3,3,324384
Centro,Casa,154,650,3,4,324624
Jardim Santa Maria,Apartamento,74,0,1,3,324934
Centro,Casa,73,428,3,3,324970
Jardim Santa Maria,Apartamento,80,0,1,2,325040
Centro,Apartamento,79,0,3,1,325515
Chácaras Reunidas Igarapés,Apartamento,49,0,3,3,326487
Centro,Casa,114,575,3,2,326570
Chácaras Reunidas Igarapés,Apartamento,49,0,3,2,326732
Chácaras Reunidas Igarapés,Apartamento,54,0,3,3,327078
Jardim Santa Maria,Casa,74,304,3,2,327228
Centro,Casa,105,751,3,2,327594
Chácaras Reunidas Igarapés,Apartamento,50,0,3,3,329050
Jardim Santa Maria,Casa,121,499,3,1,329120
Chácaras Reunidas Igarapés,Casa,121,688,4,3,329725
Jardim Santa Maria,Apartamento,103,0,2,1,330012
Jardim Santa Maria,Apartamento,69,0,2,2,330924
Chácaras Reunidas Igarapés,Terreno,0,383,0,0,331295
Chácaras Reunidas Igarapés,Apartamento,116,0,2,2,331412
Centro,Casa,138,315,4,2,332000
Centro,Terreno,0,257,0,0,332789
Jardim Santa Maria,Casa,157,255,4,1,333311
Centro,Apartamento,48,0,4,2,333849
Chácaras Reunidas Igarapés,Terreno,0,550,0,0,334400
Chácaras Reunidas Igarapés,Apartamento,95,0,4,2,334780
Jardim Santa Maria,Casa,76,646,5,3,335388
Centro,Apartamento,47,0,2,2,336191
Centro,Casa,121,157,4,2,336743
Centro,Casa,87,180,4,2,337468
Jardim Santa Maria,Casa,99,351,2,2,337491
Centro,Apartamento,107,0,4,2,337895
Centro,Apartamento,54,0,2,2,339128
Centro,Casa,92,640,5,2,339406
Chácaras Reunidas Igarapés,Casa,93,598,3,2,339450
Centro,Apartamento,117,0,3,2,339873
Jardim Santa Maria,Apartamento,105,0,4,2,340410
Jardim Santa Maria,Apartamento,51,0,3,2,340884
Centro,Casa,127,310,5,2,341172
Jardim Santa Maria,Terreno,0,765,0,0,341190
Chácaras Reunidas Igarapés,Apartamento,107,0,3,2,341544
Chácaras Reunidas Igarapés,Apartamento,71,0,4,3,342007
Chácaras Reunidas Igarapés,Terreno,0,426,0,0,342078
Centro,Casa,85,515,5,4,342320
Jardim Santa Maria,Terreno,0,428,0,0,343256
Centro,Terreno,0,228,0,0,343744
Jardim Santa Maria,Casa,113,617,2,3,343972
Chácaras Reunidas Igarapés,Apartamento,88,0,3,2,343992
Chácaras Reunidas Igarapés,Casa,80,770,2,2,344480
Jardim Santa Maria,Casa,176,539,5,2,344608
Centro,Casa,74,518,6,2,345080
Chácaras Reunidas Igarapés,Casa,101,661,3,3,345824
Jardim Santa Maria,Casa,148,328,5,3,345876
Chácaras Reunidas Igarapés,Casa,98,635,3,2,346430
Jardim Santa Maria,Casa,76,525,4,2,346636
Jardim Santa Maria,Casa,138,759,2,2,348036
Jardim Santa Maria,Terreno,0,391,0,0,348381
Chácaras Reunidas Igarapés,Casa,126,737,4,2,349146
Jardim Santa Maria,Casa,170,783,3,4,349350
Jardim Santa Maria,Casa,117,270,3,2,349713
Chácaras Reunidas Igarapés,Casa,78,619,3,4,350454
Jardim Santa Maria,Apartamento,54,0,2,2,350460
Centro,Apartamento,95,0,2,3,350474
Jardim Santa Maria,Apartamento,80,0,2,3,350560
Chácaras Reunidas Igarapés,Apartamento,132,0,3,2,351516
Centro,Apartamento,105,0,2,2,352831
Jardim Santa Maria,Casa,146,612,3,3,353174
Jardim Santa Maria,Casa,164,780,4,2,354076
Chácaras Reunidas Igarapés,Apartamento,125,0,2,3,354250
Centro,Apartamento,73,0,2,1,354688
Centro,Terreno,0,604,0,0,354940
Chácaras Reunidas Igarapés,Casa,86,237,4,4,355094
Centro,Apartamento,47,0,2,2,355108
Jardim Santa Maria,Terreno,0,375,0,0,355125
Chácaras Reunidas Igarapés,Terreno,0,274,0,0,355378
Chácaras Reunidas Igarapés,Casa,77,269,5,4,355894
Chácaras Reunidas Igarapés,Casa,117,191,3,2,356265
Chácaras Reunidas Igarapés,Apartamento,87,0,2,3,356613
Jardim Santa Maria,Casa,78,188,3,2,356850
Jardim Santa Maria,Apartamento,129,0,4,3,357588
Chácaras Reunidas Igarapés,Apartamento,76,0,2,2,358568
Chácaras Reunidas Igarapés,Terreno,0,426,0,0,359544
Jardim Santa Maria,Apartamento,98,0,3,2,359660
Chácaras Reunidas Igarapés,Casa,166,550,4,3,360386
Centro,Apartamento,76,0,2,2,360525
Centro,Casa,113,474,4,2,361390
Chácaras Reunidas Igarapés,Casa,122,428,4,3,361608
Jardim Santa Maria,Apartamento,73,0,2,3,364051
Jardim Santa Maria,Apartamento,106,0,4,3,364428
Jardim Santa Maria,Apartamento,140,0,4,2,364560
Jardim Santa Maria,Casa,144,753,4,3,364896
Centro,Terreno,0,217,0,0,365341
Centro,Casa,101,787,3,2,366337
Chácaras Reunidas Igarapés,Apartamento,86,0,3,3,366360
Chácaras Reunidas Igarapés,Apartamento,78,0,4,2,367068
Jardim Santa Maria,Casa,132,318,4,1,367620
Chácaras Reunidas Igarapés,Casa,161,560,3,2,367724
Centro,Apartamento,120,0,2,2,368046
Centro,Casa,87,800,2,2,368284
Chácaras Reunidas Igarapés,Apartamento,112,0,3,3,368480
Chácaras Reunidas Igarapés,Casa,79,691,4,2,368535
Centro,Apartamento,61,0,3,2,368568
Centro,Casa,148,780,3,2,369504
Centro,Apartamento,125,0,2,3,370443
Jardim Santa Maria,Casa,95,333,4,2,371070
Chácaras Reunidas Igarapés,Apartamento,91,0,2,2,371371
Chácaras Reunidas Igarapés,Apartamento,96,0,3,2,371520
Jardim Santa Maria,Apartamento,57,0,3,1,372381
Jardim Santa Maria,Apartamento,66,0,3,2,372504
Centro,Terreno,0,664,0,0,374164
Chácaras Reunidas Igarapés,Casa,135,782,5,3,374355
Chácaras Reunidas Igarapés,Apartamento,130,0,1,1,376350
Jardim Santa Maria,Apartamento,112,0,3,2,376992
Jardim Santa Maria,Casa,93,388,4,2,377487
Jardim Santa Maria,Apartamento,75,0,2,2,378375
Centro,Casa,70,783,3,4,378430
Centro,Casa,102,792,2,2,378878
Jardim Santa Maria,Casa,134,366,5,2,380024
Centro,Apartamento,115,0,4,2,380483
Jardim Santa Maria,Terreno,0,730,0,0,381060
Centro,Casa,160,386,4,2,382535
Jardim Santa Maria,Casa,102,382,2,1,382806
Chácaras Reunidas Igarapés,Apartamento,57,0,2,3,382869
Chácaras Reunidas Igarapés,Casa,184,428,6,3,383088
Chácaras Reunidas Igarapés,Apartamento,75,0,2,1,383250
Jardim Santa Maria,Casa,129,370,4,2,383775
Chácaras Reunidas Igarapés,Apartamento,112,0,4,3,383824
Jardim Santa Maria,Apartamento,101,0,2,1,384204
Jardim Santa Maria,Casa,72,394,4,2,384336
Chácaras Reunidas Igarapés,Casa,150,187,3,2,384450
Chácaras Reunidas Igarapés,Casa,86,722,3,2,385624
Jardim Santa Maria,Apartamento,119,0,3,3,386274
Jardim Santa Maria,Apartamento,85,0,1,3,387175
Centro,Casa,74,333,4,2,387630
Jardim Santa Maria,Casa,100,502,2,3,388400
Jardim Santa Maria,Casa,76,267,3,3,388512
Centro,Apartamento,50,0,4,3,388814
Centro,Apartamento,62,0,2,2,390723
Chácaras Reunidas Igarapés,Casa,77,602,3,2,391776
Centro,Casa,130,568,3,1,391839
Chácaras Reunidas Igarapés,Casa,133,361,5,1,391951
Chácaras Reunidas Igarapés,Apartamento,88,0,2,2,392480
Chácaras Reunidas Igarapés,Apartamento,85,0,3,2,392615
Jardim Santa Maria,Casa,88,371,2,2,393272
Chácaras Reunidas Igarapés,Apartamento,89,0,2,2,393469
Centro,Apartamento,64,0,2,3,394054
Jardim Santa Maria,Casa,142,161,3,2,394334
Jardim Santa Maria,Apartamento,144,0,3,2,394416
Chácaras Reunidas Igarapés,Apartamento,97,0,4,3,394499
Centro,Apartamento,74,0,1,2,395034
Chácaras Reunidas Igarapés,Terreno,0,276,0,0,395508
Centro,Terreno,0,304,0,0,396795
Chácaras Reunidas Igarapés,Apartamento,151,0,3,3,397432
Jardim Santa Maria,Apartamento,70,0,1,1,397670
Chácaras Reunidas Igarapés,Terreno,0,781,0,0,398310
Chácaras Reunidas Igarapés,Apartamento,63,0,3,2,398601
Chácaras Reunidas Igarapés,Terreno,0,632,0,0,398792
Centro,Terreno,0,290,0,0,399199
Centro,Casa,74,754,2,1,399884
Chácaras Reunidas Igarapés,Apartamento,84,0,3,3,400008
Centro,Terreno,0,243,0,0,403525
Chácaras Reunidas Igarapés,Casa,81,603,4,2,404757
Centro,Casa,192,510,4,2,404947
Jardim Santa Maria,Casa,119,221,3,3,405076
Chácaras Reunidas Igarapés,Apartamento,119,0,2,1,405195
Centro,Casa,159,191,4,1,405744
Jardim Santa Maria,Apartamento,94,0,3,2,405986
Jardim Santa Maria,Apartamento,100,0,3,2,406000
Jardim Santa Maria,Casa,160,173,2,3,406080
Centro,Apartamento,88,0,3,2,406722
Jardim Santa Maria,Casa,112,740,2,2,408128
Centro,Casa,165,452,2,2,408911
Chácaras Reunidas Igarapés,Casa,119,714,3,2,409003
Centro,Casa,102,733,4,2,409611
Centro,Casa,109,503,2,2,410270
Jardim Santa Maria,Apartamento,159,0,3,3,410538
Jardim Santa Maria,Apartamento,130,0,2,2,412360
Chácaras Reunidas Igarapés,Apartamento,123,0,3,2,412419
Chácaras Reunidas Igarapés,Casa,190,699,3,2,412490
Centro,Casa,98,211,5,2,413045
Jardim Santa Maria,Apartamento,69,0,2,2,413310
Centro,Casa,108,408,5,2,414082
Chácaras Reunidas Igarapés,Casa,120,638,2,3,415080
Centro,Casa,186,462,3,3,415393
Jardim Santa Maria,Apartamento,80,0,4,1,415440
Jardim Santa Maria,Terreno,0,622,0,0,415496
Centro,Casa,90,427,4,2,415655
Chácaras Reunidas Igarapés,Casa,121,362,3,4,416119
Chácaras Reunidas Igarapés,Apartamento,67,0,2,1,417276
Chácaras Reunidas Igarapés,Casa,188,467,3,1,417736
Centro,Apartamento,66,0,3,2,417753
Centro,Casa,171,251,4,2,418077
Jardim Santa Maria,Casa,123,241,4,2,418200
Centro,Casa,100,274,3,3,420209
Chácaras Reunidas Igarapés,Apartamento,116,0,2,2,420964
Jardim Santa Maria,Apartamento,77,0,2,1,421113
Centro,Casa,110,647,4,3,421877
Jardim Santa Maria,Casa,178,710,3,2,422572
Jardim Santa Maria,Casa,163,192,3,2,423474
Jardim Santa Maria,Casa,140,497,4,2,423780
Centro,Apartamento,122,0,3,1,424126
Chácaras Reunidas Igarapés,Casa,96,650,4,3,424608
Centro,Casa,97,470,4,2,426455
Chácaras Reunidas Igarapés,Apartamento,87,0,3,2,426561
Chácaras Reunidas Igarapés,Casa,157,210,3,3,426883
Jardim Santa Maria,Apartamento,91,0,3,2,429429
Jardim Santa Maria,Casa,102,393,3,3,430032
Jardim Santa Maria,Casa,111,296,3,2,430347
Jardim Santa Maria,Casa,156,429,2,4,430872
Centro,Casa,109,230,4,2,431078
Centro,Apartamento,55,0,3,2,431744
Jardim Santa Maria,Apartamento,118,0,1,2,431762
Chácaras Reunidas Igarapés,Casa,107,394,3,2,432708
Centro,Apartamento,113,0,4,2,432863
Centro,Casa,163,380,4,1,434321
Jardim Santa Maria,Casa,130,733,3,3,435760
Jardim Santa Maria,Casa,172,365,2,4,435848
Chácaras Reunidas Igarapés,Casa,93,530,4,1,436077
Jardim Santa Maria,Casa,200,586,3,1,437600
Jardim Santa Maria,Apartamento,97,0,3,3,437858
Chácaras Reunidas Igarapés,Casa,234,183,4,2,439452
Centro,Terreno,0,288,0,0,440164
Chácaras Reunidas Igarapés,Apartamento,77,0,4,3,440594
Chácaras Reunidas Igarapés,Apartamento,100,0,3,3,440700
Chácaras Reunidas Igarapés,Apartamento,107,0,3,2,441054
Jardim Santa Maria,Apartamento,74,0,3,2,441262
Jardim Santa Maria,Casa,99,280,3,4,441342
Centro,Terreno,0,503,0,0,441357
Centro,Apartamento,70,0,4,1,441864
Jardim Santa Maria,Apartamento,73,0,2,2,443256
Centro,Casa,71,380,4,2,443359
Chácaras Reunidas Igarapés,Apartamento,122,0,2,2,443836
Centro,Apartamento,152,0,2,2,443991
Chácaras Reunidas Igarapés,Apartamento,101,0,2,2,444299
Centro,Casa,95,176,5,3,444538
Centro,Terreno,0,996,0,0,445560
Centro,Terreno,0,414,0,0,445629
Centro,Apartamento,95,0,3,3,445630
Centro,Terreno,0,273,0,0,447064
Centro,Terreno,0,425,0,0,447694
Centro,Apartamento,72,0,2,3,449024
Chácaras Reunidas Igarapés,Apartamento,88,0,2,3,449592
Jardim Santa Maria,Casa,106,553,4,3,449864
Jardim Santa Maria,Casa,248,746,3,3,450120
Centro,Terreno,0,1080,0,0,450845
Jardim Santa Maria,Terreno,0,470,0,0,451670
Centro,Terreno,0,372,0,0,451756
Jardim Santa Maria,Apartamento,92,0,1,2,451904
Jardim Santa Maria,Casa,164,308,2,1,452312
Jardim Santa Maria,Casa,113,182,3,2,452904
Centro,Casa,120,578,3,2,452915
Jardim Santa Maria,Apartamento,74,0,3,2,453546
Centro,Casa,85,418,2,3,453559
Chácaras Reunidas Igarapés,Apartamento,81,0,4,2,453924
Centro,Terreno,0,683,0,0,453990
Chácaras Reunidas Igarapés,Apartamento,111,0,2,1,454323
Jardim Santa Maria,Apartamento,139,0,3,3,454530
Centro,Casa,122,163,4,2,454992
Chácaras Reunidas Igarapés,Casa,92,782,2,1,455768
Centro,Apartamento,150,0,2,2,456262
Jardim Santa Maria,Apartamento,92,0,3,2,456504
Jardim Santa Maria,Casa,202,743,5,2,456924
Centro,Casa,128,361,4,3,458527
Jardim Santa Maria,Terreno,0,390,0,0,459030
Chácaras Reunidas Igarapés,Apartamento,111,0,2,3,459318
Centro,Apartamento,102,0,2,1,459581
Jardim Santa Maria,Casa,145,368,4,2,461100
Jardim Santa Maria,Apartamento,169,0,4,2,461877
Jardim Santa Maria,Casa,256,602,5,2,462080
Centro,Casa,102,792,3,3,462161
Jardim Santa Maria,Casa,185,587,4,1,462315
Jardim Santa Maria,Apartamento,140,0,4,3,462420
Chácaras Reunidas Igarapés,Apartamento,100,0,3,2,462500
Chácaras Reunidas Igarapés,Casa,156,646,3,3,462540
Centro,Apartamento,65,0,4,2,462627
Centro,Casa,108,401,2,2,463886
Jardim Santa Maria,Casa,143,560,6,2,464035
Centro,Casa,104,349,2,4,464047
Centro,Apartamento,135,0,2,2,464197
Jardim Santa Maria,Apartamento,92,0,4,2,464600
Chácaras Reunidas Igarapés,Casa,138,774,3,4,464784
Jardim Santa Maria,Apartamento,67,0,4,2,466856
Chácaras Reunidas Igarapés,Casa,106,670,4,1,467036
Chácaras Reunidas Igarapés,Apartamento,73,0,2,2,467930
Chácaras Reunidas Igarapés,Apartamento,115,0,2,2,468050
Chácaras Reunidas Igarapés,Casa,224,664,5,1,468160
Chácaras Reunidas Igarapés,Apartamento,155,0,2,1,468875
Chácaras Reunidas Igarapés,Apartamento,140,0,3,2,469000
Centro,Apartamento,99,0,1,2,469631
Jardim Santa Maria,Casa,186,323,2,1,469650
Jardim Santa Maria,Casa,102,261,3,3,470730
Chácaras Reunidas Igarapés,Casa,240,423,2,2,470880
Chácaras Reunidas Igarapés,Apartamento,109,0,3,2,470989
Chácaras Reunidas Igarapés,Casa,245,605,4,3,472605
Centro,Terreno,0,439,0,0,473044
Centro,Apartamento,73,0,2,2,473142
Chácaras Reunidas Igarapés,Apartamento,161,0,2,2,473501
Centro,Apartamento,78,0,3,2,473974
Chácaras Reunidas Igarapés,Terreno,0,963,0,0,474759
Centro,Casa,101,175,3,2,475866
Centro,Casa,225,695,3,2,476099
