bairro,tipo_imovel,area_construida,area_terreno,quartos,banheiros,preco
Vila Elvira,Terreno,0,248,0,0,61652
Jardim Nova Esperança,Terreno,0,255,0,0,61824
Vila Santa Isabel,Terreno,0,234,0,0,61916
Chácaras Reunidas Igarapés,Terreno,0,187,0,0,61934
Vila São Jorge,Terreno,0,218,0,0,61966
Vila Nossa Senhora Aparecida,Terreno,0,177,0,0,61994
Vila Formosa,Apartamento,26,0,1,1,62205
Vila Zilda,Apartamento,27,0,1,1,62386
Jardim Flórida,Terreno,0,188,0,0,62463
Vila Machado,Terreno,0,198,0,0,62548
Jardim Novo Horizonte,Terreno,0,215,0,0,62554
Vila Industrial,Terreno,0,189,0,0,62596
Parque Residencial Flamboyant,Terreno,0,165,0,0,62617
Jardim das Indústrias,Terreno,0,221,0,0,62653
Vila São Jorge,Terreno,0,266,0,0,63042
Parque Meia Lua,Terreno,0,173,0,0,63110
Jardim Santa Maria,Terreno,0,163,0,0,63244
Vila Toninho,Terreno,0,291,0,0,63292
Vila Garcia,Terreno,0,233,0,0,63574
Vila São Jorge,Terreno,0,227,0,0,63843
Jardim Flórida,Terreno,0,217,0,0,63960
Vila Zilda,Apartamento,29,0,1,1,64084
Vila Industrial,Terreno,0,168,0,0,64108
Vila Garcia,Terreno,0,229,0,0,64429
Parque Residencial Flamboyant,Terreno,0,154,0,0,64564
Parque Residencial Flamboyant,Terreno,0,241,0,0,65070
Jardim Novo Horizonte,Terreno,0,266,0,0,65103
Vila Zilda,Apartamento,29,0,1,1,65128
Parque Residencial Flamboyant,Terreno,0,186,0,0,65146
Jardim Flórida,Terreno,0,217,0,0,65262
Jardim Bela Vista,Terreno,0,255,0,0,65598
Jardim Flórida,Terreno,0,270,0,0,65610
Jardim Alvorada,Terreno,0,261,0,0,65654
Jardim Paraíba,Terreno,0,165,0,0,65670
Vila Toninho,Terreno,0,417,0,0,65677
Vila Toninho,Apartamento,28,0,1,1,65730
Vila Nossa Senhora Aparecida,Terreno,0,171,0,0,65792
Vila São Jorge,Terreno,0,306,0,0,65866
Jardim das Indústrias,Terreno,0,255,0,0,65981
Jardim Bela Vista,Terreno,0,179,0,0,66051
Jardim Santa Maria,Terreno,0,157,0,0,66254
Jardim Alvorada,Terreno,0,178,0,0,66411
Vila Elvira,Apartamento,32,0,1,1,66457
Jardim Novo Horizonte,Terreno,0,265,0,0,66462
Jardim Alvorada,Apartamento,28,0,1,1,66502
Vila Formosa,Terreno,0,247,0,0,66702
Chácaras Reunidas Igarapés,Apartamento,27,0,1,1,66873
Vila Nossa Senhora Aparecida,Terreno,0,160,0,0,66960
Jardim São José,Terreno,0,178,0,0,66963
Vila Formosa,Terreno,0,438,0,0,66970
Parque Residencial Flamboyant,Terreno,0,219,0,0,67014
Vila São Paulo,Terreno,0,237,0,0,67165
Vila Garcia,Terreno,0,171,0,0,67297
Jardim Bela Vista,Terreno,0,251,0,0,67393
Vila Nossa Senhora Aparecida,Terreno,0,309,0,0,67439
Vila Industrial,Terreno,0,227,0,0,67555
Parque Meia Lua,Terreno,0,222,0,0,67665
Jardim Flórida,Apartamento,25,0,1,1,67668
Vila Industrial,Terreno,0,239,0,0,67684
Jardim das Indústrias,Terreno,0,207,0,0,67689
Parque Meia Lua,Terreno,0,181,0,0,67911
Parque Residencial Flamboyant,Terreno,0,183,0,0,67938
Vila Toninho,Terreno,0,272,0,0,68000
Jardim das Indústrias,Terreno,0,346,0,0,68248
Vila Nossa Senhora Aparecida,Terreno,0,246,0,0,68265
Vila Elvira,Apartamento,27,0,1,1,68354
Jardim Flórida,Terreno,0,255,0,0,68467
Vila Nossa Senhora Aparecida,Terreno,0,177,0,0,68499
Jardim das Oliveiras,Terreno,0,191,0,0,68588
Jardim Nova Esperança,Terreno,0,275,0,0,68640
Parque Novo Mundo,Apartamento,29,0,1,1,68660
Vila São Paulo,Terreno,0,248,0,0,68671
Jardim das Indústrias,Terreno,0,165,0,0,68681
Vila São Jorge,Terreno,0,326,0,0,68704
Jardim Panorama,Apartamento,30,0,1,1,68706
Parque Residencial Flamboyant,Terreno,0,290,0,0,68730
Jardim das Indústrias,Terreno,0,213,0,0,68852
Vila São Jorge,Terreno,0,188,0,0,68949
Vila Elvira,Apartamento,29,0,1,1,69175
Parque Residencial Flamboyant,Terreno,0,271,0,0,69308
Vila Garcia,Terreno,0,234,0,0,69416
Vila São Paulo,Apartamento,26,0,1,1,69442
Vila Toninho,Terreno,0,289,0,0,69504
Vila Industrial,Terreno,0,239,0,0,69596
Vila São Jorge,Terreno,0,266,0,0,69625
Jardim Paraíba,Terreno,0,200,0,0,69800
Vila Toninho,Terreno,0,273,0,0,69888
Vila São Paulo,Terreno,0,262,0,0,69993
Parque Novo Mundo,Apartamento,32,0,1,1,70099
Jardim Bela Vista,Terreno,0,170,0,0,70125
Jardim Panorama,Apartamento,28,0,1,1,70207
Jardim das Oliveiras,Terreno,0,155,0,0,70827
Vila Industrial,Terreno,0,211,0,0,70896
Jardim das Indústrias,Terreno,0,207,0,0,71104
Vila Nossa Senhora Aparecida,Terreno,0,161,0,0,71121
Jardim das Indústrias,Apartamento,27,0,1,1,71138
Vila Nossa Senhora Aparecida,Terreno,0,170,0,0,71272
Jardim Primavera,Terreno,0,243,0,0,71296
Jardim Bela Vista,Apartamento,26,0,1,1,71389
Chácaras Reunidas Igarapés,Terreno,0,292,0,0,71481
Jardim Panorama,Terreno,0,415,0,0,71712
Vila Nossa Senhora Aparecida,Apartamento,27,0,1,1,71907
Jardim Primavera,Terreno,0,201,0,0,71998
Vila Industrial,Terreno,0,281,0,0,72385
Jardim Silvia,Apartamento,26,0,1,1,72601
Vila Industrial,Terreno,0,159,0,0,72631
Vila Industrial,Terreno,0,230,0,0,72680
Vila São Jorge,Terreno,0,197,0,0,72693
Jardim Panorama,Terreno,0,229,0,0,72959
Jardim das Indústrias,Terreno,0,206,0,0,73233
Parque Novo Mundo,Terreno,0,257,0,0,73245
Vila Toninho,Apartamento,29,0,1,1,73471
Jardim Panorama,Apartamento,34,0,1,1,73521
Vila São Paulo,Apartamento,26,0,1,1,73633
Jardim Novo Horizonte,Casa,41,110,1,1,73706
Jardim São José,Terreno,0,170,0,0,73746
Vila Toninho,Casa,41,146,1,1,74127
Jardim Santa Maria,Terreno,0,220,0,0,74140
Vila Zezinho,Apartamento,25,0,1,1,74182
Vila Zezinho,Apartamento,26,0,1,1,74219
Vila São Jorge,Terreno,0,276,0,0,74313
Jardim Nova Esperança,Apartamento,32,0,1,1,74380
Jardim Primavera,Terreno,0,249,0,0,74401
Vila Garcia,Terreno,0,288,0,0,74419
Jardim Paraíba,Terreno,0,241,0,0,74710
Parque Residencial Flamboyant,Terreno,0,212,0,0,74730
Chácaras Reunidas Igarapés,Terreno,0,397,0,0,74794
Vila Elvira,Apartamento,29,0,1,1,75124
Jardim Flórida,Terreno,0,216,0,0,75168
Vila Machado,Terreno,0,227,0,0,75182
Jardim das Indústrias,Terreno,0,221,0,0,75250
Jardim Nova Esperança,Terreno,0,455,0,0,75416
Vila São Jorge,Apartamento,27,0,1,1,75431
Jardim Alvorada,Apartamento,25,0,1,1,75481
Jardim Silvia,Apartamento,26,0,1,1,75504
Vila Industrial,Terreno,0,180,0,0,75744
Jardim Silvia,Apartamento,39,0,1,1,75825
Jardim São José,Terreno,0,187,0,0,75903
Jardim das Indústrias,Apartamento,25,0,1,1,75937
Vila Zilda,Terreno,0,224,0,0,76070
Vila Nossa Senhora Aparecida,Terreno,0,287,0,0,76198
Vila Formosa,Casa,45,116,1,1,76206
Jardim Flórida,Terreno,0,234,0,0,76342
Vila Industrial,Terreno,0,236,0,0,76464
Parque Residencial Flamboyant,Terreno,0,201,0,0,76581
Vila Nossa Senhora Aparecida,Terreno,0,291,0,0,76605
Vila Elvira,Terreno,0,252,0,0,76645
Vila Nossa Senhora Aparecida,Apartamento,26,0,1,1,76713
Jardim Nova Esperança,Apartamento,30,0,1,1,76791
Jardim Flórida,Apartamento,27,0,1,1,76950
Parque Residencial Flamboyant,Terreno,0,212,0,0,76956
Vila Nossa Senhora Aparecida,Terreno,0,204,0,0,76959
Parque Residencial Flamboyant,Apartamento,26,0,1,1,77005
Jardim São José,Terreno,0,336,0,0,77112
Jardim das Indústrias,Apartamento,29,0,1,1,77212
Jardim das Indústrias,Terreno,0,252,0,0,77301
Jardim Bela Vista,Terreno,0,351,0,0,77395
Jardim Bela Vista,Terreno,0,244,0,0,77409
Chácaras Reunidas Igarapés,Terreno,0,229,0,0,77493
Parque Meia Lua,Terreno,0,201,0,0,77505
Jardim Primavera,Terreno,0,275,0,0,77715
Vila Garcia,Apartamento,25,0,1,1,77775
Vila Zilda,Apartamento,25,0,1,1,77820
Jardim Novo Horizonte,Apartamento,26,0,1,1,77849
Vila Formosa,Apartamento,40,0,1,1,77946
Jardim São José,Terreno,0,205,0,0,78043
Vila Machado,Terreno,0,152,0,0,78112
Jardim Santa Maria,Terreno,0,167,0,0,78156
Parque Residencial Flamboyant,Terreno,0,386,0,0,78165
Jardim Silvia,Terreno,0,272,0,0,78390
Parque Residencial Flamboyant,Apartamento,25,0,1,1,78562
Jardim Bela Vista,Terreno,0,403,0,0,78585
Jardim Bela Vista,Terreno,0,210,0,0,78750
Jardim das Indústrias,Terreno,0,208,0,0,78780
Jardim Silvia,Terreno,0,428,0,0,78859
Vila Industrial,Terreno,0,271,0,0,78915
Vila São Paulo,Apartamento,25,0,1,1,78975
Vila Toninho,Casa,48,176,1,1,78992
Vila Toninho,Apartamento,30,0,1,1,79140
Vila Nossa Senhora Aparecida,Terreno,0,191,0,0,79217
Cidade Salvador,Terreno,0,270,0,0,79258
Parque Residencial Flamboyant,Terreno,0,229,0,0,79348
Vila Garcia,Terreno,0,184,0,0,79451
Jardim Bela Vista,Terreno,0,187,0,0,79521
Parque Novo Mundo,Terreno,0,309,0,0,79536
Chácaras Reunidas Igarapés,Terreno,0,403,0,0,79552
Jardim Bela Vista,Terreno,0,245,0,0,79563
Vila Zezinho,Terreno,0,263,0,0,79715
Vila Garcia,Terreno,0,206,0,0,79845
Vila Formosa,Apartamento,29,0,1,1,79861
Vila Elvira,Casa,49,124,1,1,79865
Jardim Flórida,Terreno,0,192,0,0,80064
Parque Residencial Flamboyant,Terreno,0,209,0,0,80099
Vila Nossa Senhora Aparecida,Apartamento,25,0,1,1,80137
Jardim das Indústrias,Apartamento,27,0,1,1,80453
Jardim São José,Terreno,0,172,0,0,80496
Vila Zilda,Apartamento,25,0,1,1,80550
Chácaras Reunidas Igarapés,Terreno,0,226,0,0,80682
Vila São Paulo,Apartamento,33,0,1,1,80716
Vila São Jorge,Apartamento,26,0,1,1,80749
Vila São Jorge,Terreno,0,276,0,0,80937
Vila Industrial,Apartamento,27,0,1,1,80956
Jardim das Indústrias,Terreno,0,266,0,0,80997
Vila São Jorge,Terreno,0,282,0,0,81004
Jardim Silvia,Casa,41,105,1,1,81206
Jardim das Oliveiras,Terreno,0,199,0,0,81291
Parque Novo Mundo,Terreno,0,233,0,0,81363
Vila Zezinho,Terreno,0,221,0,0,81681
Jardim Flórida,Apartamento,30,0,1,1,81720
Jardim Silvia,Terreno,0,562,0,0,81911
Vila Nossa Senhora Aparecida,Terreno,0,268,0,0,82008
Vila Industrial,Terreno,0,298,0,0,82009
Jardim São José,Terreno,0,154,0,0,82051
Vila São Jorge,Terreno,0,210,0,0,82057
Jardim Flórida,Terreno,0,191,0,0,82082
Vila São Paulo,Terreno,0,282,0,0,82118
Jardim Novo Horizonte,Casa,40,134,1,1,82362
Vila Formosa,Apartamento,40,0,1,1,82478
Vila São Jorge,Apartamento,28,0,1,1,82530
Chácaras Reunidas Igarapés,Apartamento,39,0,1,1,82555
Vila São Jorge,Terreno,0,323,0,0,82607
Parque Novo Mundo,Apartamento,38,0,1,1,82627
Jardim Novo Horizonte,Terreno,0,280,0,0,82852
Jardim das Indústrias,Terreno,0,215,0,0,83043
Vila Machado,Terreno,0,355,0,0,83070
Vila São Jorge,Apartamento,25,0,1,1,83193
Parque Residencial Flamboyant,Terreno,0,207,0,0,83214
Vila São Jorge,Apartamento,28,0,1,1,83223
Parque Novo Mundo,Apartamento,30,0,1,1,83286
Vila São Jorge,Terreno,0,217,0,0,83328
Jardim Flórida,Terreno,0,329,0,0,83401
Jardim Bela Vista,Apartamento,25,0,1,1,83456
Vila Nossa Senhora Aparecida,Terreno,0,281,0,0,83667
Cidade Salvador,Terreno,0,303,0,0,83764
Vila Zilda,Apartamento,28,0,1,1,83832
Jardim São José,Terreno,0,285,0,0,83875
Jardim das Oliveiras,Terreno,0,309,0,0,83955
Jardim Santa Maria,Terreno,0,242,0,0,83974
Vila Garcia,Terreno,0,333,0,0,84065
Vila São Jorge,Apartamento,32,0,1,1,84072
Jardim Novo Horizonte,Casa,43,159,1,1,84094
Parque Meia Lua,Apartamento,30,0,1,1,84144
Jardim Silvia,Terreno,0,267,0,0,84145
Jardim Paraíba,Terreno,0,233,0,0,84346
Parque Meia Lua,Terreno,0,263,0,0,84370
Jardim Silvia,Casa,42,134,1,1,84420
Vila Formosa,Apartamento,37,0,1,1,84533
Jardim Panorama,Apartamento,26,0,1,1,84630
Jardim Panorama,Terreno,0,458,0,0,84638
Vila Toninho,Casa,41,157,1,1,84741
Vila Formosa,Apartamento,37,0,1,1,84798
Parque Novo Mundo,Apartamento,27,0,1,1,84855
Vila Elvira,Apartamento,32,0,1,1,84937
Vila São Jorge,Apartamento,28,0,1,1,85113
Parque Residencial Flamboyant,Apartamento,26,0,1,1,85234
Vila Toninho,Casa,54,158,1,1,85256
Jardim Novo Horizonte,Apartamento,41,0,1,1,85374
Jardim Silvia,Apartamento,38,0,1,1,85397
Jardim Bela Vista,Apartamento,28,0,1,1,85554
Vila Toninho,Casa,41,111,1,1,85580
Jardim Bela Vista,Terreno,0,364,0,0,85722
Jardim Nova Esperança,Terreno,0,248,0,0,85919
Jardim Alvorada,Apartamento,29,0,1,1,85956
Vila Toninho,Casa,44,157,1,1,85975
Vila Industrial,Terreno,0,193,0,0,86000
Jardim Bela Vista,Terreno,0,275,0,0,86006
Vila São Jorge,Terreno,0,268,0,0,86028
Vila Zezinho,Apartamento,27,0,1,1,86108
Vila Zezinho,Casa,42,113,1,1,86214
Vila Elvira,Casa,47,127,1,1,86226
Vila Toninho,Casa,41,125,1,1,86246
Vila Formosa,Casa,41,160,1,1,86419
Jardim Silvia,Casa,40,119,1,1,86461
Vila São Jorge,Terreno,0,234,0,0,86521
Vila Industrial,Apartamento,25,0,1,1,86600
Jardim Novo Horizonte,Apartamento,44,0,1,1,86805
Vila Nossa Senhora Aparecida,Terreno,0,216,0,0,86832
Vila Nossa Senhora Aparecida,Terreno,0,194,0,0,86863
Vila São Jorge,Terreno,0,242,0,0,86938
Jardim Bela Vista,Terreno,0,223,0,0,86970
Jardim das Indústrias,Apartamento,33,0,1,1,86971
Cidade Salvador,Terreno,0,252,0,0,87141
Jardim Santa Maria,Terreno,0,317,0,0,87175
Jardim Bela Vista,Terreno,0,221,0,0,87184
Jardim Alvorada,Terreno,0,258,0,0,87204
Jardim Nova Esperança,Terreno,0,481,0,0,87229
Parque Meia Lua,Terreno,0,191,0,0,87248
Jardim Silvia,Apartamento,37,0,1,1,87260
Jardim Novo Horizonte,Apartamento,29,0,1,1,87294
Jardim Bela Vista,Terreno,0,291,0,0,87300
Vila Nossa Senhora Aparecida,Terreno,0,392,0,0,87318
Vila Elvira,Casa,40,109,1,1,87327
Chácaras Reunidas Igarapés,Casa,40,117,1,1,87358
Jardim Bela Vista,Terreno,0,285,0,0,87423
Vila Industrial,Terreno,0,255,0,0,87516
Vila São Paulo,Casa,40,119,1,1,87605
Vila Santa Isabel,Apartamento,30,0,1,1,87675
Parque Novo Mundo,Apartamento,32,0,1,1,87686
Vila Industrial,Apartamento,26,0,1,1,87692
Vila São Jorge,Apartamento,33,0,1,1,87714
Jardim Silvia,Apartamento,37,0,1,1,87728
Vila Zilda,Terreno,0,458,0,0,87936
Jardim Novo Horizonte,Casa,44,139,1,1,87938
Jardim Alvorada,Casa,41,134,1,1,87952
Jardim Primavera,Terreno,0,182,0,0,87960
Vila Toninho,Casa,41,154,1,1,88336
Jardim Nova Esperança,Terreno,0,484,0,0,88402
Chácaras Reunidas Igarapés,Casa,43,108,1,1,88449
Jardim Flórida,Terreno,0,267,0,0,88510
Jardim Silvia,Apartamento,33,0,1,1,88535
Jardim Bela Vista,Terreno,0,238,0,0,88536
Jardim Flórida,Apartamento,31,0,1,1,88582
Vila Industrial,Terreno,0,203,0,0,88670
Vila Toninho,Casa,56,182,1,1,88711
Parque Residencial Flamboyant,Apartamento,28,0,1,1,88746
Vila Zezinho,Apartamento,30,0,1,1,88788
Jardim Panorama,Casa,42,161,1,1,88888
Vila Formosa,Terreno,0,294,0,0,88935
Vila Formosa,Casa,42,118,1,1,88942
Jardim Novo Horizonte,Apartamento,43,0,1,1,89278
Jardim Primavera,Terreno,0,197,0,0,89359
Vila Zezinho,Terreno,0,360,0,0,89460
Vila Toninho,Terreno,0,425,0,0,89462
Vila Toninho,Casa,50,128,1,1,89573
Jardim das Indústrias,Terreno,0,298,0,0,89623
Parque Meia Lua,Terreno,0,235,0,0,89676
Parque Meia Lua,Terreno,0,330,0,0,89760
Vila São Jorge,Terreno,0,243,0,0,89849
Vila Toninho,Casa,44,173,1,1,90004
Jardim Silvia,Casa,41,121,1,1,90055
Vila São Jorge,Apartamento,33,0,1,1,90065
Vila Zilda,Casa,40,109,1,1,90136
Jardim Panorama,Casa,42,158,1,1,90160
Vila Formosa,Casa,42,106,1,1,90187
Jardim Panorama,Apartamento,41,0,1,1,90282
Vila Nossa Senhora Aparecida,Terreno,0,275,0,0,90337
Jardim Primavera,Terreno,0,297,0,0,90347
Vila Nossa Senhora Aparecida,Terreno,0,251,0,0,90360
Vila Elvira,Casa,44,156,1,1,90420
Jardim das Indústrias,Terreno,0,254,0,0,90487
Jardim Novo Horizonte,Casa,41,148,1,1,90577
Vila Santa Isabel,Apartamento,29,0,1,1,90619
Vila Toninho,Apartamento,50,0,1,1,90650
Vila Toninho,Casa,40,121,1,1,90703
Jardim Silvia,Apartamento,32,0,1,1,90710
Chácaras Reunidas Igarapés,Apartamento,31,0,1,1,90768
Jardim Flórida,Apartamento,25,0,1,1,90768
Vila São Jorge,Apartamento,34,0,1,1,90780
Jardim Flórida,Apartamento,29,0,1,1,90871
Jardim São José,Terreno,0,200,0,0,90900
Jardim Novo Horizonte,Apartamento,36,0,1,1,90941
Jardim Flórida,Apartamento,30,0,1,1,90967
Parque Meia Lua,Apartamento,29,0,1,1,91013
Vila Industrial,Terreno,0,310,0,0,91016
Jardim Bela Vista,Apartamento,25,0,1,1,91050
Jardim Novo Horizonte,Casa,49,135,1,1,91181
Vila Santa Isabel,Apartamento,26,0,1,1,91291
Jardim São José,Terreno,0,219,0,0,91454
Parque Residencial Flamboyant,Terreno,0,464,0,0,91524
Chácaras Reunidas Igarapés,Casa,40,110,1,1,91776
Vila Zezinho,Apartamento,35,0,1,1,91826
Vila Formosa,Casa,40,120,1,1,91828
Vila Elvira,Apartamento,47,0,1,1,91870
Jardim Novo Horizonte,Casa,41,140,1,1,91925
Vila Zilda,Apartamento,37,0,1,1,91930
Jardim Nova Esperança,Terreno,0,238,0,0,92046
Jardim Alvorada,Apartamento,36,0,1,1,92055
Parque Residencial Flamboyant,Terreno,0,291,0,0,92101
Parque Residencial Flamboyant,Terreno,0,227,0,0,92105
Jardim Flórida,Terreno,0,273,0,0,92137
Vila Elvira,Apartamento,31,0,1,1,92172
Jardim Silvia,Apartamento,37,0,1,1,92266
Vila Toninho,Casa,43,145,1,1,92285
Jardim Panorama,Apartamento,34,0,1,1,92310
Chácaras Reunidas Igarapés,Apartamento,41,0,1,1,92348
Jardim Bela Vista,Apartamento,33,0,1,1,92490
Jardim Panorama,Terreno,0,557,0,0,92573
Jardim Bela Vista,Terreno,0,280,0,0,92610
Jardim Alvorada,Terreno,0,240,0,0,92664
Vila Zezinho,Terreno,0,279,0,0,92767
Parque Residencial Flamboyant,Terreno,0,230,0,0,92805
Vila Toninho,Apartamento,50,0,1,1,92825
Vila São Jorge,Apartamento,27,0,1,1,92846
Jardim São José,Terreno,0,223,0,0,92924
Vila Formosa,Apartamento,42,0,1,1,92954
Parque Residencial Flamboyant,Apartamento,31,0,1,1,93186
Chácaras Reunidas Igarapés,Casa,43,129,1,1,93267
Vila Industrial,Apartamento,31,0,1,1,93520
Vila Industrial,Terreno,0,299,0,0,93527
Parque Meia Lua,Terreno,0,205,0,0,93644
Jardim Panorama,Terreno,0,271,0,0,93820
Vila Zilda,Casa,43,118,1,1,93929
Jardim das Oliveiras,Terreno,0,274,0,0,93968
Vila Elvira,Casa,40,144,1,1,94032
Jardim Flórida,Terreno,0,297,0,0,94223
Jardim Silvia,Casa,54,203,1,1,94323
Chácaras Reunidas Igarapés,Terreno,0,272,0,0,94329
Parque Residencial Flamboyant,Terreno,0,488,0,0,94428
Vila Nossa Senhora Aparecida,Terreno,0,278,0,0,94450
Chácaras Reunidas Igarapés,Casa,45,167,1,1,94535
