bairro,tipo_imovel,area_construida,area_terreno,quartos,banheiros,preco
Jardim Bela Vista,Terreno,0,271,0,0,66056
Vila Formosa,Apartamento,30,0,1,1,66247
Jardim Alvorada,Apartamento,25,0,1,1,66478
Jardim Bela Vista,Terreno,0,231,0,0,66874
Jardim Alvorada,Terreno,0,264,0,0,66924
Jardim Flórida,Terreno,0,261,0,0,66946
Vila Nossa Senhora Aparecida,Terreno,0,191,0,0,67041
Jardim Santa Maria,Terreno,0,186,0,0,67146
Vila Garcia,Terreno,0,315,0,0,67205
Jardim Nova Esperança,Terreno,0,282,0,0,67271
Vila Nossa Senhora Aparecida,Terreno,0,176,0,0,67584
Jardim Flórida,Terreno,0,232,0,0,67686
Jardim Novo Horizonte,Terreno,0,222,0,0,67765
Vila Elvira,Apartamento,30,0,1,1,67798
Jardim Silvia,Apartamento,29,0,1,1,68457
Jardim Primavera,Terreno,0,178,0,0,68886
Jardim Panorama,Terreno,0,210,0,0,69048
Jardim das Oliveiras,Terreno,0,161,0,0,69133
Vila Toninho,Terreno,0,278,0,0,69778
Vila Toninho,Terreno,0,390,0,0,70785
Jardim Panorama,Terreno,0,294,0,0,70912
Parque Meia Lua,Terreno,0,222,0,0,71040
Jardim Panorama,Apartamento,29,0,1,1,71427
Cidade Salvador,Terreno,0,189,0,0,71640
Vila Toninho,Apartamento,32,0,1,1,71968
Parque Meia Lua,Terreno,0,204,0,0,72297
Vila Nossa Senhora Aparecida,Terreno,0,181,0,0,72626
Parque Residencial Flamboyant,Apartamento,25,0,1,1,72750
Parque Novo Mundo,Terreno,0,212,0,0,72758
Jardim das Indústrias,Terreno,0,321,0,0,72947
Vila Nossa Senhora Aparecida,Terreno,0,189,0,0,73001
Jardim Bela Vista,Terreno,0,185,0,0,73121
Jardim Bela Vista,Apartamento,26,0,1,1,73398
Vila Formosa,Terreno,0,401,0,0,73663
Parque Meia Lua,Apartamento,25,0,1,1,73700
Vila Nossa Senhora Aparecida,Terreno,0,270,0,0,73912
Vila São Jorge,Terreno,0,170,0,0,74077
Vila Garcia,Terreno,0,192,0,0,74256
Vila Elvira,Casa,40,100,1,1,74404
Jardim das Oliveiras,Terreno,0,170,0,0,74613
Jardim Primavera,Terreno,0,162,0,0,74649
Vila Toninho,Apartamento,36,0,1,1,74916
Vila Nossa Senhora Aparecida,Terreno,0,225,0,0,74925
Parque Residencial Flamboyant,Terreno,0,172,0,0,75078
Parque Novo Mundo,Terreno,0,309,0,0,75087
Jardim Silvia,Apartamento,37,0,1,1,75457
Jardim Novo Horizonte,Terreno,0,251,0,0,75513
Vila Industrial,Terreno,0,169,0,0,75576
Vila Nossa Senhora Aparecida,Terreno,0,280,0,0,75600
Jardim Primavera,Terreno,0,209,0,0,75616
Vila Machado,Terreno,0,176,0,0,75715
Jardim Novo Horizonte,Terreno,0,230,0,0,75900
Vila Formosa,Terreno,0,408,0,0,76296
Vila São Paulo,Terreno,0,200,0,0,76440
Jardim Novo Horizonte,Apartamento,35,0,1,1,76480
Vila Elvira,Apartamento,31,0,1,1,76520
Cidade Salvador,Terreno,0,198,0,0,76556
Vila Industrial,Terreno,0,182,0,0,76585
Vila Industrial,Terreno,0,253,0,0,76912
Jardim das Indústrias,Terreno,0,242,0,0,77137
Vila Santa Isabel,Terreno,0,441,0,0,77175
Parque Residencial Flamboyant,Terreno,0,211,0,0,77226
Vila Machado,Terreno,0,159,0,0,77274
Vila Toninho,Casa,44,135,1,1,77541
Parque Residencial Flamboyant,Apartamento,27,0,1,1,77577
Vila Garcia,Terreno,0,208,0,0,77615
Vila Elvira,Terreno,0,275,0,0,77742
Jardim Nova Esperança,Terreno,0,221,0,0,77858
Vila São Jorge,Terreno,0,246,0,0,77859
Jardim Bela Vista,Apartamento,25,0,1,1,77887
Jardim Paraíba,Terreno,0,223,0,0,78050
Vila São Paulo,Terreno,0,216,0,0,78062
Jardim Bela Vista,Terreno,0,263,0,0,78308
Vila Industrial,Terreno,0,202,0,0,78376
Jardim Alvorada,Terreno,0,231,0,0,78378
Jardim Bela Vista,Terreno,0,227,0,0,78485
Parque Meia Lua,Apartamento,27,0,1,1,78516
Cidade Salvador,Terreno,0,151,0,0,78610
Vila São Jorge,Terreno,0,201,0,0,78691
Vila Formosa,Terreno,0,512,0,0,78848
Jardim Novo Horizonte,Terreno,0,300,0,0,78870
Jardim Silvia,Apartamento,29,0,1,1,78936
Chácaras Reunidas Igarapés,Apartamento,25,0,1,1,78960
Vila Nossa Senhora Aparecida,Terreno,0,360,0,0,79110
Jardim Flórida,Terreno,0,194,0,0,79152
Jardim das Indústrias,Terreno,0,223,0,0,79443
Parque Residencial Flamboyant,Terreno,0,235,0,0,79488
Jardim Silvia,Apartamento,41,0,1,1,79533
Vila Garcia,Terreno,0,179,0,0,79574
Vila Industrial,Terreno,0,224,0,0,79923
Jardim Nova Esperança,Apartamento,28,0,1,1,80043
Jardim Bela Vista,Terreno,0,211,0,0,80074
Jardim Bela Vista,Terreno,0,285,0,0,80156
Jardim Santa Maria,Terreno,0,197,0,0,80179
Jardim São José,Terreno,0,192,0,0,80697
Vila São Jorge,Terreno,0,269,0,0,80700
Jardim Alvorada,Terreno,0,256,0,0,80704
Parque Residencial Flamboyant,Apartamento,27,0,1,1,80736
Vila Santa Isabel,Terreno,0,295,0,0,80741
Jardim das Indústrias,Apartamento,28,0,1,1,80997
Parque Novo Mundo,Apartamento,27,0,1,1,81340
Parque Meia Lua,Terreno,0,241,0,0,81361
Vila Formosa,Casa,44,154,1,1,81699
Vila São Jorge,Terreno,0,194,0,0,81916
Parque Residencial Flamboyant,Terreno,0,296,0,0,81918
Jardim Panorama,Apartamento,38,0,1,1,82125
Jardim Primavera,Terreno,0,201,0,0,82128
Jardim das Indústrias,Terreno,0,208,0,0,82212
Jardim Panorama,Apartamento,34,0,1,1,82252
Jardim Flórida,Apartamento,28,0,1,1,82446
Vila Toninho,Casa,42,115,1,1,82457
Vila Formosa,Apartamento,37,0,1,1,82458
Cidade Salvador,Terreno,0,196,0,0,82486
Vila Toninho,Casa,40,124,1,1,82608
Jardim Novo Horizonte,Apartamento,42,0,1,1,83067
Cidade Salvador,Terreno,0,154,0,0,83244
Jardim das Indústrias,Terreno,0,287,0,0,83517
Parque Novo Mundo,Terreno,0,275,0,0,83655
Jardim São José,Terreno,0,183,0,0,83667
Vila Santa Isabel,Apartamento,26,0,1,1,83683
Vila Toninho,Apartamento,47,0,1,1,83754
Jardim São José,Terreno,0,325,0,0,83947
Vila São Jorge,Apartamento,29,0,1,1,84020
Vila Elvira,Apartamento,43,0,1,1,84288
Jardim Bela Vista,Apartamento,28,0,1,1,85155
Jardim das Indústrias,Apartamento,31,0,1,1,85304
Vila São Jorge,Apartamento,26,0,1,1,85410
Vila Formosa,Apartamento,30,0,1,1,85585
Jardim das Oliveiras,Terreno,0,165,0,0,85899
Chácaras Reunidas Igarapés,Terreno,0,289,0,0,86006
Vila Nossa Senhora Aparecida,Apartamento,28,0,1,1,86100
Jardim Bela Vista,Terreno,0,221,0,0,86521
Vila Toninho,Terreno,0,392,0,0,86632
Parque Residencial Flamboyant,Terreno,0,397,0,0,86645
Vila Zezinho,Terreno,0,242,0,0,86732
Parque Residencial Flamboyant,Terreno,0,277,0,0,86839
Vila São Paulo,Terreno,0,443,0,0,86960
Vila Industrial,Apartamento,29,0,1,1,87278
Jardim Bela Vista,Terreno,0,289,0,0,87350
Cidade Salvador,Terreno,0,292,0,0,87381
Vila Formosa,Casa,40,122,1,1,87610
Vila Nossa Senhora Aparecida,Apartamento,26,0,1,1,87711
Parque Residencial Flamboyant,Apartamento,27,0,1,1,87945
Vila Formosa,Apartamento,45,0,1,1,88134
Jardim Novo Horizonte,Casa,40,144,1,1,88167
Vila São Jorge,Terreno,0,217,0,0,88210
Vila Garcia,Terreno,0,206,0,0,88250
Vila Garcia,Terreno,0,352,0,0,88264
Vila Zilda,Apartamento,30,0,1,1,88326
Jardim Silvia,Terreno,0,297,0,0,88699
Jardim Silvia,Casa,40,142,1,1,88861
Vila Garcia,Terreno,0,404,0,0,88940
Jardim Novo Horizonte,Casa,44,166,1,1,89280
Jardim das Indústrias,Terreno,0,289,0,0,89301
Vila Garcia,Terreno,0,250,0,0,89462
Vila Formosa,Apartamento,30,0,1,1,89644
Vila Nossa Senhora Aparecida,Terreno,0,221,0,0,89670
Vila Elvira,Casa,46,129,1,1,89900
Parque Novo Mundo,Apartamento,33,0,1,1,89951
Cidade Salvador,Terreno,0,282,0,0,90014
Parque Novo Mundo,Terreno,0,253,0,0,90017
Jardim Paraíba,Terreno,0,296,0,0,90280
Vila Toninho,Apartamento,36,0,1,1,90288
Vila Toninho,Casa,42,143,1,1,90332
Vila Elvira,Terreno,0,428,0,0,90393
Vila Toninho,Casa,51,167,2,1,90636
Jardim Primavera,Terreno,0,338,0,0,90651
Jardim Novo Horizonte,Casa,52,135,1,1,90965
Jardim Novo Horizonte,Apartamento,40,0,1,1,91014
Parque Meia Lua,Apartamento,28,0,1,1,91369
Parque Novo Mundo,Terreno,0,258,0,0,91486
Vila Elvira,Apartamento,32,0,1,1,91555
Jardim Silvia,Casa,47,174,1,1,91751
Parque Residencial Flamboyant,Apartamento,28,0,1,1,91770
Jardim das Indústrias,Apartamento,35,0,1,1,92006
Jardim São José,Apartamento,29,0,1,1,92289
Parque Novo Mundo,Casa,42,116,1,1,92319
Jardim Primavera,Terreno,0,339,0,0,92445
Vila Machado,Terreno,0,274,0,0,92475
Parque Meia Lua,Terreno,0,199,0,0,92495
Parque Meia Lua,Terreno,0,416,0,0,92518
Jardim Novo Horizonte,Casa,45,122,1,1,92543
Jardim Flórida,Apartamento,30,0,1,1,92610
Jardim das Indústrias,Terreno,0,233,0,0,92792
Jardim Panorama,Apartamento,31,0,1,1,92814
Jardim Bela Vista,Terreno,0,265,0,0,92816
Vila Machado,Terreno,0,300,0,0,92880
Vila Elvira,Apartamento,41,0,1,1,92906
Parque Residencial Flamboyant,Apartamento,26,0,1,1,93151
Vila Nossa Senhora Aparecida,Terreno,0,469,0,0,93213
Vila Zilda,Casa,44,130,1,1,93271
Parque Novo Mundo,Casa,44,130,1,1,93298
Parque Residencial Flamboyant,Apartamento,25,0,1,1,93318
Vila Zilda,Casa,40,128,1,1,93451
Jardim Novo Horizonte,Casa,42,147,1,1,93520
Jardim Nova Esperança,Terreno,0,294,0,0,93639
Vila Machado,Terreno,0,378,0,0,93895
Vila Toninho,Casa,42,120,1,1,93948
Vila Zilda,Casa,41,161,1,1,94045
Jardim Flórida,Apartamento,29,0,1,1,94329
Vila Toninho,Casa,65,174,1,1,94344
Vila São Jorge,Apartamento,34,0,1,1,94350
Vila São Paulo,Terreno,0,476,0,0,94367
Vila Nossa Senhora Aparecida,Terreno,0,217,0,0,94395
Vila Industrial,Terreno,0,296,0,0,94483
Jardim Flórida,Terreno,0,285,0,0,94691
Jardim Silvia,Casa,43,115,1,1,94893
Jardim Bela Vista,Terreno,0,403,0,0,94906
Vila Formosa,Casa,41,119,1,1,95215
Jardim Flórida,Apartamento,31,0,1,1,95232
Parque Meia Lua,Terreno,0,267,0,0,95265
Jardim Primavera,Terreno,0,178,0,0,95319
Parque Residencial Flamboyant,Terreno,0,235,0,0,95351
Vila Zezinho,Apartamento,30,0,1,1,95403
Jardim das Oliveiras,Terreno,0,336,0,0,95440
Jardim Alvorada,Apartamento,28,0,1,1,95586
Vila Nossa Senhora Aparecida,Apartamento,31,0,1,1,95650
Jardim das Indústrias,Terreno,0,214,0,0,95658
Vila Elvira,Casa,41,151,1,1,95689
Jardim São José,Terreno,0,183,0,0,95690
Vila Industrial,Terreno,0,291,0,0,96146
Vila Toninho,Casa,52,134,1,1,96194
Jardim Silvia,Casa,43,121,1,1,96274
Jardim Silvia,Casa,41,141,1,1,96391
Jardim das Oliveiras,Terreno,0,189,0,0,96418
Vila São Paulo,Apartamento,28,0,1,1,96478
Jardim Flórida,Terreno,0,237,0,0,96518
Jardim São José,Terreno,0,256,0,0,96537
Vila Nossa Senhora Aparecida,Apartamento,28,0,1,1,96558
Jardim Flórida,Casa,44,117,1,1,96726
Vila São Paulo,Apartamento,34,0,1,1,96974
Vila São Jorge,Casa,40,113,1,1,97016
Vila Industrial,Terreno,0,245,0,0,97020
Jardim Bela Vista,Apartamento,31,0,1,1,97022
Jardim Nova Esperança,Casa,50,125,1,1,97077
Vila Zilda,Apartamento,32,0,1,1,97094
Vila Nossa Senhora Aparecida,Apartamento,31,0,1,1,97301
Jardim Santa Maria,Apartamento,27,0,1,1,97416
Vila Industrial,Terreno,0,220,0,0,97504
Jardim Silvia,Apartamento,46,0,1,1,97506
Vila São Jorge,Apartamento,27,0,1,1,97564
Jardim Primavera,Terreno,0,190,0,0,97641
Parque Residencial Flamboyant,Terreno,0,264,0,0,97812
Chácaras Reunidas Igarapés,Casa,42,138,1,1,97848
Vila Toninho,Casa,51,151,1,1,97877
Vila Nossa Senhora Aparecida,Terreno,0,520,0,0,97890
Jardim Flórida,Apartamento,26,0,1,1,97987
Chácaras Reunidas Igarapés,Terreno,0,346,0,0,97987
Vila Toninho,Casa,58,226,2,1,97989
Vila Formosa,Casa,58,170,1,1,98049
Cidade Salvador,Terreno,0,191,0,0,98164
Parque Novo Mundo,Apartamento,44,0,1,1,98234
Vila Garcia,Terreno,0,323,0,0,98288
Jardim São José,Terreno,0,253,0,0,98366
Vila Nossa Senhora Aparecida,Apartamento,26,0,1,1,98397
Jardim Nova Esperança,Apartamento,41,0,1,1,98418
Jardim Bela Vista,Apartamento,34,0,1,1,98557
Vila Nossa Senhora Aparecida,Terreno,0,296,0,0,98568
Parque Novo Mundo,Apartamento,30,0,1,1,98748
Vila São Paulo,Casa,40,118,1,1,98772
Vila São Paulo,Casa,41,138,1,1,98859
Vila São Jorge,Terreno,0,244,0,0,99003
Parque Novo Mundo,Apartamento,40,0,1,1,99144
Parque Residencial Flamboyant,Terreno,0,265,0,0,99176
Jardim Novo Horizonte,Casa,40,121,1,1,99267
Vila Formosa,Casa,44,122,1,1,99390
Parque Novo Mundo,Casa,41,107,1,1,99424
Vila Toninho,Casa,45,142,1,1,99447
Vila Nossa Senhora Aparecida,Terreno,0,242,0,0,99643
Jardim Silvia,Apartamento,46,0,1,1,99732
Vila Industrial,Terreno,0,417,0,0,99746
Parque Novo Mundo,Casa,50,155,1,1,99753
Jardim Primavera,Terreno,0,425,0,0,99832
Jardim das Indústrias,Apartamento,31,0,1,1,99905
Parque Residencial Flamboyant,Apartamento,31,0,1,1,99998
Chácaras Reunidas Igarapés,Casa,44,139,1,1,100068
Vila Nossa Senhora Aparecida,Terreno,0,229,0,0,100130
Vila Elvira,Casa,44,144,1,1,100271
Jardim das Indústrias,Terreno,0,300,0,0,100350
Parque Novo Mundo,Apartamento,39,0,1,1,100386
Vila São Jorge,Terreno,0,262,0,0,100411
Jardim Flórida,Terreno,0,465,0,0,100440
Jardim Alvorada,Apartamento,40,0,1,1,100620
Jardim Silvia,Apartamento,47,0,1,1,100634
Jardim Primavera,Terreno,0,232,0,0,100641
Jardim das Indústrias,Terreno,0,245,0,0,100695
Parque Residencial Flamboyant,Terreno,0,254,0,0,100774
Jardim Santa Maria,Terreno,0,235,0,0,100815
Vila Nossa Senhora Aparecida,Terreno,0,242,0,0,100914
Vila Zilda,Casa,42,124,1,1,101071
Parque Residencial Flamboyant,Terreno,0,240,0,0,101340
Chácaras Reunidas Igarapés,Apartamento,37,0,1,1,101365
Parque Novo Mundo,Terreno,0,551,0,0,101494
Jardim Paraíba,Terreno,0,245,0,0,101675
Vila Nossa Senhora Aparecida,Terreno,0,241,0,0,101762
Cidade Salvador,Terreno,0,324,0,0,101881
Vila Garcia,Terreno,0,294,0,0,101959
Jardim Alvorada,Casa,43,123,1,1,102432
Vila Zilda,Casa,49,138,1,1,102456
Jardim Bela Vista,Terreno,0,287,0,0,102674
Jardim Alvorada,Apartamento,38,0,1,1,102875
Jardim das Oliveiras,Terreno,0,420,0,0,102942
Jardim Flórida,Apartamento,30,0,1,1,103162
Vila Zezinho,Apartamento,32,0,1,1,103331
Jardim Primavera,Terreno,0,192,0,0,103334
Jardim das Indústrias,Apartamento,38,0,1,1,103341
Jardim das Indústrias,Terreno,0,394,0,0,103425
Parque Novo Mundo,Casa,42,163,1,1,103433
Jardim São José,Terreno,0,230,0,0,103500
Vila Elvira,Apartamento,48,0,1,1,103514
Jardim Silvia,Casa,50,172,1,1,103521
Jardim Silvia,Apartamento,38,0,1,1,103580
Jardim Alvorada,Casa,46,161,1,1,103603
Jardim Novo Horizonte,Casa,42,117,1,1,103770
Jardim Flórida,Apartamento,26,0,1,1,103779
Vila Garcia,Casa,40,103,1,1,103786
Vila Nossa Senhora Aparecida,Apartamento,30,0,1,1,103972
Jardim Novo Horizonte,Casa,46,140,1,1,104007
Parque Meia Lua,Apartamento,30,0,1,1,104016
Vila Formosa,Casa,50,147,1,1,104065
Parque Residencial Flamboyant,Apartamento,30,0,1,1,104085
Jardim Novo Horizonte,Casa,50,165,1,1,104115
Jardim Primavera,Terreno,0,199,0,0,104236
Jardim Novo Horizonte,Casa,41,124,1,1,104289
Jardim Primavera,Terreno,0,267,0,0,104290
Jardim Paraíba,Terreno,0,406,0,0,104342
Vila Zezinho,Apartamento,32,0,1,1,104361
Jardim Primavera,Apartamento,27,0,1,1,104368
Vila Garcia,Terreno,0,319,0,0,104392
Jardim das Indústrias,Terreno,0,279,0,0,104415
Vila Toninho,Casa,44,119,1,1,104653
Jardim Novo Horizonte,Casa,57,153,2,1,104672
Parque Residencial Flamboyant,Apartamento,39,0,1,1,104685
Jardim Flórida,Apartamento,28,0,1,1,104748
Jardim Flórida,Apartamento,29,0,1,1,104813
Jardim Panorama,Casa,40,118,1,1,104814
Vila Santa Isabel,Apartamento,41,0,1,1,104841
Vila Toninho,Casa,46,125,1,1,104874
Vila Garcia,Apartamento,26,0,1,1,104930
Jardim Paraíba,Terreno,0,216,0,0,104976
Cidade Salvador,Terreno,0,198,0,0,105147
Vila Toninho,Casa,43,164,1,1,105251
Vila Industrial,Apartamento,28,0,1,1,105280
Vila Machado,Terreno,0,276,0,0,105321
Parque Novo Mundo,Apartamento,43,0,1,1,105393
Jardim Panorama,Casa,48,132,1,1,105393
Cidade Salvador,Terreno,0,341,0,0,105607
Parque Residencial Flamboyant,Apartamento,32,0,1,1,105624
Jardim Bela Vista,Apartamento,30,0,1,1,105750
Vila Toninho,Casa,63,172,2,1,105785
Vila Industrial,Terreno,0,245,0,0,105840
Jardim das Oliveiras,Terreno,0,429,0,0,105963
Vila Machado,Terreno,0,260,0,0,106002
Vila Formosa,Apartamento,40,0,1,1,106106
Vila Nossa Senhora Aparecida,Apartamento,29,0,1,1,106161
Vila Nossa Senhora Aparecida,Terreno,0,551,0,0,106205
Parque Meia Lua,Terreno,0,248,0,0,106342
Jardim São José,Terreno,0,303,0,0,106353
Vila Garcia,Terreno,0,346,0,0,106758
Vila Zezinho,Casa,42,131,1,1,106866
Jardim Novo Horizonte,Apartamento,50,0,1,1,107167
Vila Industrial,Apartamento,26,0,1,1,107244
Parque Residencial Flamboyant,Terreno,0,251,0,0,107302
Jardim Novo Horizonte,Apartamento,39,0,1,1,107443
Vila Formosa,Terreno,0,440,0,0,107448
Vila Nossa Senhora Aparecida,Terreno,0,338,0,0,107484
Parque Meia Lua,Apartamento,36,0,1,1,107740
Vila Zilda,Apartamento,35,0,1,1,107793
Jardim Panorama,Casa,49,129,1,1,107888
Jardim Panorama,Casa,40,145,1,1,107907
Vila Toninho,Casa,42,122,1,1,107930
Vila São Jorge,Casa,42,161,1,1,108039
Parque Residencial Flamboyant,Casa,42,147,1,1,108108
Vila Industrial,Apartamento,26,0,1,1,108118
Chácaras Reunidas Igarapés,Casa,60,168,2,1,108158
Jardim das Indústrias,Casa,43,147,1,1,108184
Parque Residencial Flamboyant,Apartamento,30,0,1,1,108225
Jardim Bela Vista,Casa,40,134,1,1,108228
Parque Meia Lua,Apartamento,31,0,1,1,108252
Jardim Primavera,Terreno,0,358,0,0,108259
Jardim Bela Vista,Apartamento,38,0,1,1,108271
Jardim Primavera,Terreno,0,201,0,0,108359
Vila Elvira,Casa,55,173,1,1,108360
Parque Novo Mundo,Casa,57,150,1,1,108390
Vila Industrial,Apartamento,28,0,1,1,108438
Jardim Flórida,Terreno,0,341,0,0,108438
Parque Novo Mundo,Casa,50,178,1,1,108535
Jardim das Oliveiras,Apartamento,27,0,1,1,108550
Jardim Panorama,Apartamento,37,0,1,1,108580
Parque Residencial Flamboyant,Apartamento,27,0,1,1,108681
Vila Machado,Terreno,0,314,0,0,108801
Parque Residencial Flamboyant,Casa,40,111,1,1,108817
Parque Novo Mundo,Casa,44,172,1,1,108926
Jardim Primavera,Terreno,0,445,0,0,108936
Jardim Panorama,Apartamento,47,0,1,1,108964
Jardim Paraíba,Terreno,0,196,0,0,108976
Jardim Paraíba,Apartamento,27,0,1,1,109080
Parque Novo Mundo,Terreno,0,470,0,0,109134
Parque Residencial Flamboyant,Casa,40,114,1,1,109140
Jardim Alvorada,Casa,47,150,1,1,109169
Parque Novo Mundo,Casa,56,199,2,1,109200
Vila Nossa Senhora Aparecida,Apartamento,29,0,1,1,109250
Vila Santa Isabel,Apartamento,37,0,1,1,109272
Parque Residencial Flamboyant,Terreno,0,444,0,0,109557
Vila Garcia,Apartamento,33,0,1,1,109647
Jardim Novo Horizonte,Apartamento,41,0,1,1,109818
