bairro,tipo_imovel,area_construida,area_terreno,quartos,banheiros,preco
Vila Zilda,Apartamento,50,0,1,1,107430
Jardim Panorama,Apartamento,47,0,1,1,108231
Jardim Califórnia,Terreno,0,312,0,0,108357
Cidade Salvador,Terreno,0,360,0,0,108414
Vila Toninho,Casa,55,176,2,1,108427
Jardim Panorama,Casa,50,136,1,1,108445
Parque Residencial Flamboyant,Apartamento,33,0,1,1,108603
Jardim Alvorada,Casa,50,194,1,1,108657
Jardim Silvia,Apartamento,43,0,1,1,109263
Vila São Jorge,Apartamento,29,0,1,1,109380
Jardim Silvia,Casa,49,168,1,1,109713
Vila Toninho,Casa,62,238,2,1,109959
Jardim Silvia,Casa,41,152,1,1,110482
Vila Santa Isabel,Apartamento,29,0,1,1,110655
Vila São Jorge,Terreno,0,250,0,0,110812
Jardim Flórida,Apartamento,35,0,1,1,111195
Parque Meia Lua,Terreno,0,402,0,0,111595
Jardim das Indústrias,Terreno,0,341,0,0,111762
Vila São Jorge,Apartamento,34,0,1,1,111894
Vila Nossa Senhora Aparecida,Casa,41,120,1,1,112482
Vila Toninho,Casa,54,149,1,1,112594
Jardim Flórida,Terreno,0,405,0,0,112691
Parque Meia Lua,Apartamento,30,0,1,1,112824
Parque Residencial Flamboyant,Terreno,0,397,0,0,113145
Jardim Flórida,Terreno,0,476,0,0,113169
Parque Residencial Flamboyant,Casa,42,146,1,1,113350
Jardim das Indústrias,Apartamento,30,0,1,1,113445
Parque Novo Mundo,Apartamento,43,0,1,1,113649
Vila São Jorge,Apartamento,33,0,1,1,113652
Cidade Salvador,Terreno,0,306,0,0,113663
Vila Nossa Senhora Aparecida,Casa,40,119,1,1,113670
Jardim São José,Casa,40,133,1,1,113724
Parque Novo Mundo,Casa,43,146,1,1,114130
Jardim Primavera,Apartamento,30,0,1,1,114399
Vila Machado,Terreno,0,317,0,0,114690
Vila São Paulo,Casa,43,107,1,1,114871
Jardim Flórida,Apartamento,35,0,1,1,114975
Jardim das Indústrias,Casa,42,130,1,1,115171
Jardim Primavera,Terreno,0,428,0,0,115560
Vila Garcia,Apartamento,31,0,1,1,116045
Parque Meia Lua,Terreno,0,300,0,0,116160
Cidade Salvador,Terreno,0,336,0,0,116188
Vila Toninho,Casa,45,171,1,1,116199
Vila Industrial,Casa,42,113,1,1,116434
Jardim Flórida,Terreno,0,375,0,0,116718
Jardim das Oliveiras,Terreno,0,208,0,0,116781
Vila Formosa,Casa,50,168,1,1,116914
Vila São Paulo,Casa,46,127,1,1,117043
Vila Elvira,Casa,65,168,1,1,117093
Vila Industrial,Casa,40,108,1,1,117184
Vila Garcia,Apartamento,27,0,1,1,117320
Jardim Nova Esperança,Terreno,0,379,0,0,117508
Jardim das Oliveiras,Apartamento,28,0,1,1,117598
Vila Zezinho,Apartamento,34,0,1,1,118333
Jardim Flórida,Terreno,0,278,0,0,118428
Jardim Panorama,Casa,43,121,1,1,118503
Chácaras Reunidas Igarapés,Casa,53,141,2,1,118651
Jardim Flórida,Casa,43,120,1,1,118905
Parque Meia Lua,Terreno,0,333,0,0,119080
Jardim das Oliveiras,Terreno,0,296,0,0,119228
Jardim Flórida,Casa,43,160,1,1,120282
Jardim Bela Vista,Apartamento,35,0,1,1,120435
Jardim Silvia,Casa,45,157,1,1,120663
Jardim Bela Vista,Casa,44,134,1,1,121024
Vila São Jorge,Casa,41,112,1,1,121326
Vila Formosa,Casa,42,157,1,1,121562
Jardim Panorama,Casa,43,165,1,1,121959
Vila Industrial,Casa,46,129,1,1,122200
Vila Toninho,Casa,65,238,1,1,122745
Parque Residencial Flamboyant,Casa,44,126,1,1,122772
Parque Novo Mundo,Casa,43,141,1,1,123139
Jardim das Oliveiras,Apartamento,33,0,1,1,123174
Vila Elvira,Casa,67,198,1,1,123325
Vila Zezinho,Apartamento,38,0,1,1,123370
Vila Machado,Casa,41,120,1,1,123413
Vila Nossa Senhora Aparecida,Apartamento,38,0,1,1,123490
Jardim Bela Vista,Terreno,0,287,0,0,123768
Vila Santa Isabel,Terreno,0,367,0,0,123825
Jardim Flórida,Casa,42,119,1,1,123942
Jardim das Indústrias,Apartamento,36,0,1,1,124524
Vila Nossa Senhora Aparecida,Apartamento,37,0,1,1,124597
Jardim das Indústrias,Apartamento,37,0,1,1,124653
Chácaras Reunidas Igarapés,Apartamento,40,0,1,1,125352
Vila Toninho,Apartamento,61,0,1,1,125355
Jardim Primavera,Terreno,0,344,0,0,125388
Jardim Primavera,Apartamento,29,0,1,1,125436
Vila Garcia,Terreno,0,438,0,0,125465
Parque Meia Lua,Apartamento,29,0,1,1,125558
Parque Novo Mundo,Casa,50,130,1,1,125736
Vila Zilda,Casa,44,119,1,1,126113
Chácaras Reunidas Igarapés,Terreno,0,539,0,0,126449
Parque Residencial Flamboyant,Terreno,0,296,0,0,126540
Vila Zilda,Casa,62,162,2,1,127040
Jardim das Indústrias,Casa,41,158,1,1,127563
Vila Nossa Senhora Aparecida,Casa,41,139,1,1,127644
Vila Elvira,Casa,55,192,2,1,127917
Jardim Novo Horizonte,Casa,66,175,1,1,128118
Jardim Flórida,Casa,41,124,1,1,128202
Vila Zezinho,Apartamento,44,0,1,1,128620
Jardim Novo Horizonte,Casa,70,195,2,1,128661
Vila Nossa Senhora Aparecida,Apartamento,39,0,1,1,130133
Vila Formosa,Casa,59,179,1,1,130159
Vila Toninho,Apartamento,61,0,1,1,130204
Jardim Bela Vista,Casa,45,113,1,1,130517
Vila Santa Isabel,Casa,52,163,1,1,130900
Chácaras Reunidas Igarapés,Casa,50,132,1,1,131413
Jardim Flórida,Casa,48,188,1,1,132273
Jardim Alvorada,Apartamento,39,0,1,1,132479
Vila Nossa Senhora Aparecida,Apartamento,41,0,1,1,132563
Vila Toninho,Casa,65,190,1,1,133095
Vila Formosa,Casa,57,196,1,1,133267
Vila Nossa Senhora Aparecida,Apartamento,36,0,1,1,133947
Parque Residencial Flamboyant,Terreno,0,584,0,0,134028
Vila São Paulo,Apartamento,41,0,1,1,134182
Jardim das Indústrias,Casa,49,175,1,1,134295
Jardim Flórida,Casa,41,137,1,1,134376
Vila Toninho,Apartamento,52,0,1,1,134472
Jardim Nova Esperança,Casa,60,179,2,1,134572
Vila São Jorge,Casa,40,137,1,1,134715
Jardim Paraíba,Apartamento,26,0,1,1,134784
Jardim Nova Esperança,Apartamento,39,0,1,1,134862
Vila São Jorge,Casa,52,145,1,1,134941
Vila Elvira,Casa,56,172,1,1,135126
Jardim Bela Vista,Casa,55,139,2,1,135150
Jardim Panorama,Casa,47,159,1,1,135376
Vila Garcia,Casa,44,135,1,1,135446
Vila São Jorge,Casa,42,125,1,1,137582
Parque Meia Lua,Apartamento,38,0,1,1,137712
Jardim Bela Vista,Casa,44,114,1,1,137878
Cidade Salvador,Terreno,0,293,0,0,138061
Jardim Bela Vista,Casa,42,145,1,1,138141
Parque Residencial Flamboyant,Casa,45,168,1,1,138237
Vila Formosa,Casa,52,188,2,1,138318
Parque Meia Lua,Casa,40,109,1,1,138330
Cidade Salvador,Terreno,0,365,0,0,138353
Vila Machado,Terreno,0,286,0,0,138481
Jardim Flórida,Apartamento,45,0,1,1,138847
Parque Novo Mundo,Casa,53,147,2,1,138946
Vila Machado,Terreno,0,527,0,0,138969
Vila Industrial,Terreno,0,493,0,0,139223
Jardim Flórida,Casa,50,189,1,1,139306
Jardim Panorama,Apartamento,51,0,2,1,139474
Jardim Bela Vista,Casa,47,146,1,1,139616
Vila Elvira,Casa,51,171,1,1,139796
Vila Industrial,Apartamento,34,0,1,1,140052
Jardim Santa Maria,Apartamento,32,0,1,1,140096
Jardim Novo Horizonte,Casa,59,222,2,1,140108
Vila Formosa,Casa,52,166,1,1,140126
Parque Novo Mundo,Casa,47,156,1,1,140194
Cidade Salvador,Apartamento,29,0,1,1,140284
Jardim Silvia,Casa,70,242,2,1,140340
Jardim Panorama,Casa,53,151,1,1,140519
Jardim Novo Horizonte,Apartamento,48,0,1,1,140738
Jardim Nova Esperança,Apartamento,40,0,1,1,140790
Vila Zilda,Casa,49,178,1,1,140944
Jardim Flórida,Apartamento,47,0,1,1,141000
Vila Zezinho,Apartamento,40,0,1,1,141008
Vila Santa Isabel,Casa,54,137,2,1,141017
Vila São Jorge,Casa,49,148,1,1,141394
Vila Elvira,Casa,60,176,1,1,141407
Vila São Jorge,Apartamento,46,0,1,1,141415
Jardim Flórida,Casa,52,179,1,1,141687
Vila Nossa Senhora Aparecida,Terreno,0,587,0,0,141760
Vila São Paulo,Casa,53,152,1,1,141893
Jardim Alvorada,Casa,56,161,2,1,142292
Vila Formosa,Casa,60,191,2,1,142722
Chácaras Reunidas Igarapés,Casa,62,161,2,1,143031
Jardim Silvia,Apartamento,60,0,1,1,143055
Jardim Novo Horizonte,Casa,61,181,1,1,143224
Vila São Jorge,Casa,41,126,1,1,143309
Jardim Nova Esperança,Casa,44,157,1,1,143546
Vila São Paulo,Casa,51,129,1,1,143611
Jardim Bela Vista,Casa,50,152,1,1,144625
Vila Machado,Apartamento,44,0,1,1,144975
Parque Residencial Flamboyant,Apartamento,41,0,1,1,145170
Jardim Novo Horizonte,Casa,67,179,1,1,145447
Jardim Bela Vista,Apartamento,46,0,1,1,145624
Jardim Primavera,Casa,49,130,1,1,145857
Vila São Jorge,Casa,47,145,1,1,145915
Parque Residencial Flamboyant,Casa,57,161,1,1,146268
Vila São Paulo,Apartamento,43,0,1,1,146318
Parque Meia Lua,Casa,47,119,1,1,146328
Vila Nossa Senhora Aparecida,Terreno,0,481,0,0,146464
Vila Nossa Senhora Aparecida,Apartamento,36,0,1,1,147123
Vila Zilda,Casa,65,187,2,1,147600
Jardim das Indústrias,Casa,52,145,2,1,147848
Cidade Salvador,Apartamento,33,0,1,1,148034
Chácaras Reunidas Igarapés,Casa,51,156,1,1,148698
Vila Garcia,Casa,45,132,1,1,148840
Jardim Flórida,Casa,46,132,1,1,149218
Parque Residencial Flamboyant,Casa,65,170,2,1,149475
Jardim das Indústrias,Casa,43,133,1,1,149645
Vila Garcia,Apartamento,44,0,1,1,149787
Parque Imperial,Terreno,0,461,0,0,150470
Jardim Panorama,Apartamento,59,0,1,1,150485
Parque Meia Lua,Casa,40,121,1,1,150784
Jardim Silvia,Casa,66,234,2,1,151103
Jardim Bela Vista,Apartamento,42,0,1,1,151798
Vila Garcia,Apartamento,49,0,1,1,151897
Jardim Panorama,Apartamento,54,0,2,1,152085
Vila Zezinho,Casa,49,167,1,1,152133
Vila Toninho,Apartamento,65,0,1,1,152685
Jardim Bela Vista,Casa,64,174,1,1,152875
Jardim Flórida,Casa,42,117,1,1,152932
Jardim das Indústrias,Casa,42,145,1,1,153094
Jardim São José,Apartamento,39,0,1,1,153141
Vila Nossa Senhora Aparecida,Apartamento,48,0,1,1,153144
Jardim das Indústrias,Apartamento,38,0,1,1,153843
Jardim Santa Maria,Apartamento,34,0,1,1,153986
Vila Elvira,Casa,68,219,2,1,154165
Vila Zilda,Apartamento,59,0,1,1,154344
Jardim Paraíba,Terreno,0,319,0,0,154396
Jardim Flórida,Casa,44,110,1,1,154489
Jardim Flórida,Apartamento,47,0,1,1,154641
Parque Residencial Flamboyant,Casa,41,131,1,1,154757
Cidade Salvador,Terreno,0,558,0,0,154789
Jardim Novo Horizonte,Casa,60,218,2,1,154975
Parque Meia Lua,Casa,44,173,1,1,154985
Vila Zilda,Casa,61,164,1,1,155160
Parque Residencial Flamboyant,Casa,47,152,1,1,155313
Jardim Panorama,Casa,70,260,2,1,155964
Jardim Bela Vista,Casa,52,158,2,1,156091
Vila Elvira,Apartamento,63,0,1,1,156098
Vila Santa Isabel,Casa,54,161,2,1,156297
Vila Zilda,Apartamento,65,0,2,1,156351
Parque Residencial Flamboyant,Casa,41,154,1,1,156383
Vila Zilda,Apartamento,48,0,1,1,156729
Jardim Panorama,Casa,57,226,2,1,156832
Vila São Jorge,Casa,50,130,1,1,157005
Parque Residencial Flamboyant,Casa,50,160,1,1,157027
Vila Toninho,Apartamento,67,0,2,2,157148
Vila Elvira,Casa,61,199,2,1,157436
Vila Santa Isabel,Casa,42,151,1,1,157588
Jardim Alvorada,Casa,56,198,2,1,157721
Jardim São José,Terreno,0,553,0,0,157770
Jardim Flórida,Casa,50,186,1,1,157879
Jardim Paraíba,Terreno,0,588,0,0,158172
Jardim Bela Vista,Casa,44,131,1,1,158322
Parque Residencial Flamboyant,Apartamento,43,0,1,1,158508
Jardim América,Terreno,0,496,0,0,158720
Jardim Flórida,Casa,47,120,1,1,158791
Vila Toninho,Apartamento,53,0,1,1,158894
Vila Machado,Casa,59,155,1,1,158920
Jardim Nova Esperança,Casa,61,191,1,1,159690
Jardim das Indústrias,Casa,43,121,1,1,159799
Jardim São José,Apartamento,50,0,1,1,159840
Jardim Flórida,Casa,40,152,1,1,159978
Jardim Nova Esperança,Casa,70,187,2,1,160085
Jardim Primavera,Terreno,0,614,0,0,160254
Vila Garcia,Terreno,0,459,0,0,160351
Jardim das Indústrias,Casa,52,135,2,1,160817
Cidade Salvador,Casa,41,148,1,1,160862
Jardim Nova Esperança,Apartamento,50,0,1,1,160940
Vila Machado,Apartamento,47,0,1,1,160993
Jardim Bela Vista,Casa,52,193,2,1,161030
Jardim Primavera,Apartamento,43,0,1,1,161146
Vila Elvira,Casa,68,206,1,1,161181
Jardim Flórida,Casa,62,237,1,1,161631
Jardim Primavera,Casa,47,169,1,1,162237
Vila Nossa Senhora Aparecida,Casa,51,166,2,1,162402
Vila Zezinho,Casa,43,128,1,1,162733
Parque Meia Lua,Casa,55,184,2,1,163246
Jardim das Indústrias,Casa,43,171,1,1,163307
Jardim Bela Vista,Casa,50,195,1,1,163582
Jardim das Oliveiras,Casa,51,145,2,1,163681
Vila São Jorge,Casa,42,147,1,1,163737
Vila Santa Isabel,Casa,51,158,1,1,163922
Vila Elvira,Casa,62,205,2,1,163962
Vila Nossa Senhora Aparecida,Casa,50,155,1,1,163980
Vila São Paulo,Casa,67,195,2,1,164281
Parque Residencial Flamboyant,Casa,57,143,2,1,164395
Jardim Bela Vista,Apartamento,48,0,1,1,164412
Jardim Flórida,Casa,50,156,1,1,164770
Jardim Novo Horizonte,Apartamento,56,0,2,1,165118
Jardim Nova Esperança,Casa,55,172,1,1,165276
Parque Residencial Flamboyant,Casa,55,179,1,1,165308
Jardim Flórida,Casa,47,157,1,1,165565
Cidade Salvador,Apartamento,48,0,1,1,165710
Vila Toninho,Casa,69,270,2,1,165762
Jardim Silvia,Casa,60,216,2,1,165798
Parque Meia Lua,Apartamento,49,0,1,1,166051
Vila Industrial,Apartamento,48,0,1,1,166579
Jardim Novo Horizonte,Apartamento,51,0,2,1,166588
Vila Nossa Senhora Aparecida,Casa,63,219,2,1,166765
Parque Meia Lua,Terreno,0,528,0,0,166848
Vila Industrial,Casa,50,138,1,1,167294
Jardim Bela Vista,Apartamento,48,0,1,1,167328
Vila São Jorge,Casa,48,180,1,1,167355
Vila São Jorge,Apartamento,44,0,1,1,167871
Vila São Jorge,Apartamento,50,0,1,1,167925
Jardim das Oliveiras,Casa,48,140,1,1,168165
Jardim Nova Esperança,Casa,53,176,2,1,168179
Jardim Flórida,Casa,46,171,1,1,168451
Jardim Bela Vista,Apartamento,47,0,1,1,168918
Vila Elvira,Casa,70,277,1,1,169037
Jardim Bela Vista,Apartamento,50,0,1,1,169200
Jardim Bela Vista,Casa,42,139,1,1,169671
Jardim Bela Vista,Casa,51,128,2,1,169881
Parque Residencial Flamboyant,Casa,50,187,1,1,170511
Jardim Paraíba,Casa,55,182,2,1,170728
Jardim Flórida,Casa,55,188,2,1,170814
Parque Meia Lua,Casa,58,199,2,1,170826
Vila São Jorge,Casa,61,183,2,1,170967
Jardim Flórida,Casa,47,179,1,1,171129
Parque Meia Lua,Casa,51,170,2,1,171373
Vila Machado,Casa,42,167,1,1,171381
Jardim das Oliveiras,Terreno,0,537,0,0,171410
Vila Industrial,Casa,44,137,1,1,171613
Vila Zilda,Casa,61,170,1,1,171737
Vila Nossa Senhora Aparecida,Casa,46,142,1,1,171802
Vila Garcia,Casa,44,132,1,1,172339
Parque Residencial Flamboyant,Apartamento,44,0,1,1,172359
Vila Industrial,Apartamento,49,0,1,1,172440
Jardim Paraíba,Apartamento,48,0,1,1,172704
Jardim Nova Esperança,Casa,53,193,1,1,172707
Parque Residencial Flamboyant,Casa,47,132,1,1,172942
Vila Zezinho,Casa,63,168,1,1,173063
Vila Industrial,Casa,53,152,2,1,173232
Vila Nossa Senhora Aparecida,Apartamento,47,0,1,1,173289
Jardim Flórida,Casa,53,150,2,1,173397
Jardim Nova Esperança,Casa,55,154,1,1,173544
Vila Industrial,Apartamento,49,0,1,1,173616
Vila São Jorge,Casa,62,155,1,1,173747
Jardim Bela Vista,Casa,47,143,1,1,173912
Vila Toninho,Casa,79,161,2,1,174148
Vila São Jorge,Apartamento,51,0,2,1,174190
Jardim das Indústrias,Casa,57,167,2,1,174342
Vila Industrial,Casa,50,150,1,1,174840
Jardim Nova Esperança,Casa,54,192,2,1,174844
Jardim São José,Terreno,0,593,0,0,175053
Jardim Paraíba,Apartamento,38,0,1,1,175180
Vila Zezinho,Casa,62,195,2,1,175318
Jardim Flórida,Casa,67,192,2,1,175445
Vila São Paulo,Casa,58,191,2,1,176001
Jardim São José,Apartamento,49,0,1,1,176223
Vila Industrial,Casa,65,238,2,1,176299
Parque Residencial Flamboyant,Casa,67,226,1,1,176900
Jardim Flórida,Casa,52,147,1,1,177061
Parque Meia Lua,Casa,56,213,1,1,177156
Vila Elvira,Casa,69,247,1,1,177340
Chácaras Reunidas Igarapés,Casa,64,181,1,1,177627
Vila Industrial,Apartamento,50,0,1,1,177880
Jardim das Oliveiras,Casa,44,143,1,1,178172
Vila Garcia,Casa,45,143,1,1,178772
Vila Machado,Casa,43,145,1,1,178854
Jardim Primavera,Casa,57,183,1,1,178964
Vila Machado,Casa,41,142,1,1,179054
Parque Residencial Flamboyant,Casa,61,178,1,1,179069
Jardim Alvorada,Apartamento,59,0,1,1,179171
Jardim Alvorada,Casa,59,172,2,1,179784
